"id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","medalist"
27227,"Frdric Andr Delcourt","M",20,181,77,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Backstroke","Silver","Yes"
27227,"Frdric Andr Delcourt","M",20,181,77,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27249,"Karin Sonja Deleurand (-McCarthy)","F",17,166,59,"Denmark","DEN","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
27249,"Karin Sonja Deleurand (-McCarthy)","F",17,166,59,"Denmark","DEN","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
27252,"Franois Deley","M",16,184,71,"Belgium","BEL","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Freestyle","None","No"
27252,"Franois Deley","M",16,184,71,"Belgium","BEL","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
27252,"Franois Deley","M",20,184,71,"Belgium","BEL","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Butterfly","None","No"
27252,"Franois Deley","M",20,184,71,"Belgium","BEL","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Butterfly","None","No"
27252,"Franois Deley","M",20,184,71,"Belgium","BEL","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
27269,"Cyro Marques Delgado","M",19,182,76,"Brazil","BRA","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Freestyle","None","No"
27269,"Cyro Marques Delgado","M",19,182,76,"Brazil","BRA","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Freestyle","None","No"
27269,"Cyro Marques Delgado","M",19,182,76,"Brazil","BRA","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze","Yes"
27269,"Cyro Marques Delgado","M",19,182,76,"Brazil","BRA","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27269,"Cyro Marques Delgado","M",23,182,76,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Freestyle","None","No"
27269,"Cyro Marques Delgado","M",23,182,76,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Freestyle","None","No"
27269,"Cyro Marques Delgado","M",23,182,76,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
27269,"Cyro Marques Delgado","M",23,182,76,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
27269,"Cyro Marques Delgado","M",23,182,76,"Brazil","BRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27271,"Felipe Delgado Martillo","M",23,182,80,"Ecuador","ECU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 50 metres Freestyle","None","No"
27271,"Felipe Delgado Martillo","M",23,182,80,"Ecuador","ECU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Freestyle","None","No"
27271,"Felipe Delgado Martillo","M",23,182,80,"Ecuador","ECU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Freestyle","None","No"
27271,"Felipe Delgado Martillo","M",23,182,80,"Ecuador","ECU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
27271,"Felipe Delgado Martillo","M",27,182,80,"Ecuador","ECU","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Freestyle","None","No"
27291,"Roberto Delgado Martillo","M",21,178,80,"Ecuador","ECU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
27291,"Roberto Delgado Martillo","M",21,178,80,"Ecuador","ECU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
27291,"Roberto Delgado Martillo","M",21,178,80,"Ecuador","ECU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Butterfly","None","No"
27291,"Roberto Delgado Martillo","M",25,178,80,"Ecuador","ECU","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Butterfly","None","No"
27291,"Roberto Delgado Martillo","M",25,178,80,"Ecuador","ECU","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Butterfly","None","No"
27299,"Jorge Delgado Panchana, Jr.","M",18,182,64,"Ecuador","ECU","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Freestyle","None","No"
27299,"Jorge Delgado Panchana, Jr.","M",18,182,64,"Ecuador","ECU","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Butterfly","None","No"
27299,"Jorge Delgado Panchana, Jr.","M",18,182,64,"Ecuador","ECU","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
27299,"Jorge Delgado Panchana, Jr.","M",22,182,64,"Ecuador","ECU","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Freestyle","None","No"
27299,"Jorge Delgado Panchana, Jr.","M",22,182,64,"Ecuador","ECU","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Freestyle","None","No"
27299,"Jorge Delgado Panchana, Jr.","M",22,182,64,"Ecuador","ECU","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Butterfly","None","No"
27299,"Jorge Delgado Panchana, Jr.","M",22,182,64,"Ecuador","ECU","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Butterfly","None","No"
27336,"Marco Dell'Uomo","M",22,181,76,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Freestyle","None","No"
27336,"Marco Dell'Uomo","M",22,181,76,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 400 metres Freestyle","None","No"
27336,"Marco Dell'Uomo","M",22,181,76,"Italy","ITA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
27345,"Ezio Della Savia","M",18,185,92,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 100 metres Freestyle","None","No"
27345,"Ezio Della Savia","M",22,185,92,"Italy","ITA","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 200 metres Backstroke","None","No"
27387,"Jacqueline Delord","F",18,170,57,"France","FRA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 100 metres Freestyle","None","No"
27387,"Jacqueline Delord","F",18,170,57,"France","FRA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 100 metres Butterfly","None","No"
27387,"Jacqueline Delord","F",18,170,57,"France","FRA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
27387,"Jacqueline Delord","F",22,170,57,"France","FRA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 100 metres Butterfly","None","No"
27387,"Jacqueline Delord","F",22,170,57,"France","FRA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
27387,"Jacqueline Delord","F",26,170,57,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
27455,"Vladimir Vasilyevich Dementyev","M",19,196,91,"Soviet Union","URS","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
27466,"Vasilis Demetis","M",25,181,75,"Greece","GRE","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
27466,"Vasilis Demetis","M",25,181,75,"Greece","GRE","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
27479,"Oksana Yevgenyevna Demidova","F",18,167,54,"Belarus","BLR","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
27506,"Richard James ""Rick"" DeMont","M",16,180,69,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Freestyle","None","No"
27506,"Richard James ""Rick"" DeMont","M",16,180,69,"United States","USA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
27527,"Ivan Demyanenko","M",19,179,65,"Uzbekistan","UZB","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
27537,"Adelade Henriette ""Ada"" den Haan (-Swinkels)","F",19,180,80,"Netherlands","NED","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
27537,"Adelade Henriette ""Ada"" den Haan (-Swinkels)","F",19,180,80,"Netherlands","NED","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
27552,"Yelena Yuryevna Dendeberova (-Kuznetsova)","F",19,181,75,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
27552,"Yelena Yuryevna Dendeberova (-Kuznetsova)","F",19,181,75,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Individual Medley","Silver","Yes"
27552,"Yelena Yuryevna Dendeberova (-Kuznetsova)","F",19,181,75,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 400 metres Individual Medley","None","No"
27552,"Yelena Yuryevna Dendeberova (-Kuznetsova)","F",23,181,75,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 200 metres Freestyle","None","No"
27552,"Yelena Yuryevna Dendeberova (-Kuznetsova)","F",23,181,75,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
27552,"Yelena Yuryevna Dendeberova (-Kuznetsova)","F",23,181,75,"Unified Team","EUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Women's 200 metres Individual Medley","None","No"
27562,"Christophe Deneuville","M",17,NA,NA,"France","FRA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
27567,"Deng Jian","M",18,182,75,"China","CHN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Backstroke","None","No"
27618,"Helen Jennifer Denman","F",19,182,70,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
27618,"Helen Jennifer Denman","F",19,182,70,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Silver","Yes"
27622,"Federico ""Fritz"" Dennerlein","M",24,185,92,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
27622,"Federico ""Fritz"" Dennerlein","M",24,185,92,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 200 metres Butterfly","None","No"
27622,"Federico ""Fritz"" Dennerlein","M",24,185,92,"Italy","ITA","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27669,"Ludovic Dpickre","M",19,183,75,"France","FRA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Freestyle","None","No"
27669,"Ludovic Dpickre","M",19,183,75,"France","FRA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
27669,"Ludovic Dpickre","M",19,183,75,"France","FRA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Butterfly","None","No"
27669,"Ludovic Dpickre","M",19,183,75,"France","FRA","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27669,"Ludovic Dpickre","M",22,183,75,"France","FRA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
27669,"Ludovic Dpickre","M",26,183,75,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
27749,"Hans F. Dersch","M",24,188,74,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
27749,"Hans F. Dersch","M",24,188,74,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold","Yes"
27808,"Bernard Desmarais","M",21,NA,NA,"Mauritius","MRI","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
27808,"Bernard Desmarais","M",21,NA,NA,"Mauritius","MRI","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
27808,"Bernard Desmarais","M",25,NA,NA,"Mauritius","MRI","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
27821,"Gilbert Desmit","M",22,180,75,"Belgium","BEL","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
27842,"Jrmy Desplanches","M",21,189,72,"Switzerland","SUI","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
27842,"Jrmy Desplanches","M",21,189,72,"Switzerland","SUI","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
27866,"Martine Dessureault","F",22,173,57,"Canada","CAN","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 50 metres Freestyle","None","No"
27869,"Elisabetta Dessy (-Dibiasi-)","F",18,180,58,"Italy","ITA","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
27886,"Olga Igorevna Detenyuk","F",15,173,57,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 200 metres Breaststroke","None","No"
27897,"Gabriele Detti","M",17,184,79,"Italy","ITA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
27897,"Gabriele Detti","M",21,184,79,"Italy","ITA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 400 metres Freestyle","Bronze","Yes"
27897,"Gabriele Detti","M",21,184,79,"Italy","ITA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 1,500 metres Freestyle","Bronze","Yes"
27897,"Gabriele Detti","M",21,184,79,"Italy","ITA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
27902,"Santiago Deu","M",20,188,80,"Andorra","AND","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Freestyle","None","No"
27915,"Tams Deutsch","M",18,188,80,"Hungary","HUN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Backstroke","None","No"
27915,"Tams Deutsch","M",18,188,80,"Hungary","HUN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Backstroke","None","No"
27915,"Tams Deutsch","M",18,188,80,"Hungary","HUN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27915,"Tams Deutsch","M",22,188,80,"Hungary","HUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Backstroke","None","No"
27915,"Tams Deutsch","M",22,188,80,"Hungary","HUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Backstroke","None","No"
27915,"Tams Deutsch","M",22,188,80,"Hungary","HUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27915,"Tams Deutsch","M",26,188,80,"Hungary","HUN","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Backstroke","None","No"
27915,"Tams Deutsch","M",26,188,80,"Hungary","HUN","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
27919,"Tetiana Mykolavna Dev'iatova (-Kostitsyna)","F",16,166,61,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 100 metres Butterfly","None","No"
27919,"Tetiana Mykolavna Dev'iatova (-Kostitsyna)","F",16,166,61,"Soviet Union","URS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze","Yes"
27919,"Tetiana Mykolavna Dev'iatova (-Kostitsyna)","F",20,166,61,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 100 metres Butterfly","None","No"
27919,"Tetiana Mykolavna Dev'iatova (-Kostitsyna)","F",20,166,61,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 200 metres Butterfly","None","No"
27919,"Tetiana Mykolavna Dev'iatova (-Kostitsyna)","F",20,166,61,"Soviet Union","URS","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
27931,"Nikia Hillarie Deveaux","F",18,165,62,"Bahamas","BAH","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 50 metres Freestyle","None","No"
27959,"John Thomas Devitt","M",23,185,85,"Australia","AUS","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 100 metres Freestyle","Gold","Yes"
27959,"John Thomas Devitt","M",23,185,85,"Australia","AUS","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze","Yes"
27987,"Steven Dennis Dewick","M",20,178,82,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Backstroke","None","No"
27987,"Steven Dennis Dewick","M",20,178,82,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Backstroke","None","No"
27987,"Steven Dennis Dewick","M",20,178,82,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze","Yes"
27998,"Neil Edward Dexter","M",17,175,67,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Freestyle","None","No"
27998,"Neil Edward Dexter","M",17,175,67,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
28002,"Darya Sergeyevna Deyeva","F",21,181,69,"Russia","RUS","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Breaststroke","None","No"
28045,"Shreya Dhital","F",17,163,54,"Nepal","NEP","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 100 metres Freestyle","None","No"
28059,"Marco di Carli","M",19,189,78,"Germany","GER","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Backstroke","None","No"
28059,"Marco di Carli","M",27,189,78,"Germany","GER","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle","None","No"
28059,"Marco di Carli","M",27,189,78,"Germany","GER","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","None","No"
28059,"Marco di Carli","M",27,189,78,"Germany","GER","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
28077,"Alex Di Giorgio","M",21,185,75,"Italy","ITA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
28077,"Alex Di Giorgio","M",26,185,75,"Italy","ITA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
28100,"Michele Di Pietro","M",17,181,63,"Italy","ITA","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
28101,"Silvia Di Pietro","F",23,165,57,"Italy","ITA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 50 metres Freestyle","None","No"
28101,"Silvia Di Pietro","F",23,165,57,"Italy","ITA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
28115,"Mirco Ametrano Di Tora","M",22,188,83,"Italy","ITA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Backstroke","None","No"
28115,"Mirco Ametrano Di Tora","M",22,188,83,"Italy","ITA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
28115,"Mirco Ametrano Di Tora","M",26,188,83,"Italy","ITA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Backstroke","None","No"
28115,"Mirco Ametrano Di Tora","M",26,188,83,"Italy","ITA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
28134,"Ioana Lorena Diaconescu","F",17,180,74,"Romania","ROU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Freestyle","None","No"
28134,"Ioana Lorena Diaconescu","F",17,180,74,"Romania","ROU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
28134,"Ioana Lorena Diaconescu","F",17,180,74,"Romania","ROU","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","None","No"
28134,"Ioana Lorena Diaconescu","F",21,180,74,"Romania","ROU","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","None","No"
28134,"Ioana Lorena Diaconescu","F",21,180,74,"Romania","ROU","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay","None","No"
28134,"Ioana Lorena Diaconescu","F",21,180,74,"Romania","ROU","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 4 x 100 metres Medley Relay","None","No"
28168,"Georgios Diamantidis","M",20,183,70,"Greece","GRE","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 1,500 metres Freestyle","None","No"
28211,"Abdourahamane Diawara","M",25,181,NA,"Guinea","GUI","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 50 metres Freestyle","None","No"
28237,"Emilio Daz Miranda","M",20,178,76,"Spain","ESP","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
28247,"Glenn L. Diaz","M",17,NA,NA,"Guam","GUM","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
28247,"Glenn L. Diaz","M",17,NA,NA,"Guam","GUM","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
28247,"Glenn L. Diaz","M",17,NA,NA,"Guam","GUM","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
28258,"Javier Daz Gonzlez","M",21,183,58,"Mexico","MEX","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Freestyle","None","No"
28258,"Javier Daz Gonzlez","M",21,183,58,"Mexico","MEX","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
28258,"Javier Daz Gonzlez","M",24,183,58,"Mexico","MEX","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
28296,"Rodrigo Eduardo Daz Alarcn","M",20,182,56,"Guatemala","GUA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 50 metres Freestyle","None","No"
28327,"George Thomas DiCarlo","M",21,180,74,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 400 metres Freestyle","Gold","Yes"
28327,"George Thomas DiCarlo","M",21,180,74,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 1,500 metres Freestyle","Silver","Yes"
28343,"Andrew Scott Dickens","M",20,195,83,"Canada","CAN","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
28343,"Andrew Scott Dickens","M",27,195,83,"Canada","CAN","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Breaststroke","None","No"
28343,"Andrew Scott Dickens","M",27,195,83,"Canada","CAN","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 200 metres Breaststroke","None","No"
28343,"Andrew Scott Dickens","M",27,195,83,"Canada","CAN","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Medley Relay","None","No"
28368,"David Gavin Dickson","M",19,179,76,"Australia","AUS","1960 Summer",1960,"Summer","Roma","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze","Yes"
28368,"David Gavin Dickson","M",23,179,76,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 100 metres Freestyle","None","No"
28368,"David Gavin Dickson","M",23,179,76,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Bronze","Yes"
28368,"David Gavin Dickson","M",23,179,76,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","None","No"
28368,"David Gavin Dickson","M",23,179,76,"Australia","AUS","1964 Summer",1964,"Summer","Tokyo","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze","Yes"
28392,"Dwayne Benjamin Didon","M",13,NA,NA,"Seychelles","SEY","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle","None","No"
28401,"Nelson W. Diebel","M",21,183,84,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Breaststroke","Gold","Yes"
28401,"Nelson W. Diebel","M",21,183,84,"United States","USA","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold","Yes"
28413,"Karen Dieffenthaler","F",20,162,58,"Trinidad and Tobago","TTO","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 50 metres Freestyle","None","No"
28413,"Karen Dieffenthaler","F",20,162,58,"Trinidad and Tobago","TTO","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 100 metres Freestyle","None","No"
28413,"Karen Dieffenthaler","F",20,162,58,"Trinidad and Tobago","TTO","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 200 metres Freestyle","None","No"
28414,"Ralf Diegel","M",20,184,76,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Individual Medley","None","No"
28414,"Ralf Diegel","M",20,184,76,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 400 metres Individual Medley","None","No"
28430,"Christian Diener","M",23,182,82,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 200 metres Backstroke","None","No"
