"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","duration","rank_chipotle","rank_mcdonalds","rank_shake_shack"
320,7,1,3,1,5,3,"Female","18-29","married","Brooklyn",142.512349168068,3,1,2
321,5,3,4,5,3,2,"Male","18-29","married","Manhattan",160.614354323766,2,3,1
322,5,2,4,5,4,6,"Female","40-49","divorced","Manhattan",246.900680625329,1,2,3
323,1,1,1,3,1,4,"Male","50-59","separated","New Jersey",174.418694194029,1,2,3
324,6,4,6,4,3,7,"Male","40-49","married","Brooklyn",216.337575143469,1,2,3
325,7,1,2,3,4,4,"Female","40-49","never married","Brooklyn",243.411755146031,2,1,3
326,4,1,1,3,7,2,"Female","30-39","married","Brooklyn",169.003374905305,3,2,1
327,3,2,2,2,5,2,"Female","30-39","never married","Manhattan",323.464561610076,3,1,2
328,6,1,3,2,1,1,"Female","30-39","married","Manhattan",281.478157640909,1,3,2
329,1,1,1,7,4,4,"Male","40-49","married","Manhattan",169.270907906428,1,3,2
330,3,1,1,1,7,1,"Female","40-49","never married","New Jersey",187.156759898853,3,1,2
331,3,2,3,7,4,4,"Female","40-49","married","Manhattan",261.395381910126,1,3,2
332,7,2,3,1,3,6,"Male","40-49","never married","New Jersey",231.016077764061,2,1,3
333,4,2,2,1,5,2,"Male","30-39","married","Manhattan",319.455863941397,3,1,2
334,3,1,1,1,1,5,"Male","30-39","never married","New Jersey",168.526602816045,2,1,3
335,5,2,3,2,7,6,"Male","30-39","never married","Brooklyn",124.847552237077,3,1,2
336,5,1,2,1,3,2,"Female","18-29","married","Manhattan",154.32140019105,3,1,2
337,3,1,2,1,3,1,"Male","40-49","never married","Manhattan",134.130133599954,3,1,2
338,4,1,1,3,4,5,"Female","30-39","never married","Manhattan",118.847025389461,2,1,3
339,3,1,3,4,1,2,"Female","40-49","never married","Manhattan",201.608922493653,1,3,2
340,7,1,1,3,1,4,"Male","30-39","married","New Jersey",253.515652275015,1,2,3
341,3,3,3,7,2,2,"Male","18-29","never married","Manhattan",155.597418206095,1,3,2
342,3,1,3,7,3,3,"Male","30-39","never married","Manhattan",94.9164361169172,1,3,2
343,6,3,6,4,4,5,"Female","18-29","married","Manhattan",159.937509741927,2,1,3
344,4,4,4,7,3,3,"Male","60 or over","never married","Manhattan",191.217930339919,1,3,2
345,4,2,3,6,4,1,"Male","40-49","never married","Brooklyn",158.183994533524,2,3,1
346,7,2,3,2,6,4,"Female","30-39","married","Manhattan",232.638428374223,3,1,2
347,1,1,1,7,1,2,"Male","40-49","never married","Brooklyn",250.002631021645,1,3,2
348,1,1,1,1,5,6,"Female","40-49","married","New Jersey",89.0846445562559,2,1,3
349,1,1,1,6,4,5,"Female","18-29","married","Queens",181.051166874221,1,3,2
350,7,5,6,5,5,5,"Female","40-49","married","Manhattan",522.271960029321,2,1,3
351,2,1,1,1,5,1,"Male","40-49","married","Manhattan",228.471341344866,3,1,2
352,6,2,6,7,7,3,"Female","50-59","never married","Manhattan",243.26338662688,3,2,1
353,1,1,1,7,5,4,"Female","40-49","never married","Queens",197.179249470295,2,3,1
354,3,1,1,3,4,4,"Female","30-39","married","Queens",251.540233594928,2,1,3
355,2,1,1,2,4,3,"Male","18-29","married","Manhattan",214.261239898685,3,1,2
356,7,1,1,3,4,5,"Female","50-59","never married","Manhattan",236.969038364305,2,1,3
357,4,3,4,7,3,2,"Female","40-49","divorced","Manhattan",300.587102063742,2,3,1
358,7,3,7,4,6,6,"Female","30-39","never married","Brooklyn",234.656430689122,2,1,3
359,1,1,1,3,5,3,"Female","18-29","never married","New Jersey",106.481547522796,3,1,2
360,3,2,3,7,1,4,"Female","30-39","separated","Manhattan",198.403645804778,1,3,2
361,1,1,1,5,5,7,"Male","30-39","never married","Queens",172.803659752314,2,1,3
362,4,1,1,1,6,7,"Female","30-39","never married","Brooklyn",274.955101193009,2,1,3
363,7,1,3,1,1,7,"Female","30-39","separated","Manhattan",201.617146308892,2,1,3
364,7,2,7,4,5,2,"Female","30-39","separated","Manhattan",245.055433508828,3,2,1
365,5,5,5,4,4,5,"Male","30-39","never married","New Jersey",214.02178541351,2,1,3
366,7,2,4,2,5,4,"Female","40-49","married","Manhattan",295.581565583116,3,1,2
367,3,1,1,3,7,5,"Female","18-29","never married","Queens",453.832618616794,3,1,2
368,2,1,2,6,2,5,"Female","40-49","married","Brooklyn",275.768090418228,1,3,2
369,6,4,4,6,3,5,"Male","50-59","never married","New Jersey",108.674228321069,1,3,2
370,7,1,7,4,4,2,"Male","18-29","never married","Manhattan",231.034111823915,3,2,1
371,5,2,4,6,1,5,"Female","40-49","married","Manhattan",197.085689062708,1,3,2
372,1,1,1,1,1,4,"Male","18-29","married","Brooklyn",244.83979100422,2,1,3
373,7,1,1,3,1,5,"Female","30-39","married","Manhattan",281.806513742177,1,2,3
374,1,1,1,7,7,6,"Male","40-49","never married","Brooklyn",283.334382211803,3,2,1
375,4,2,2,2,6,2,"Female","30-39","never married","Queens",146.131052969518,3,1,2
376,6,5,6,7,5,3,"Female","18-29","married","Brooklyn",287.795285372033,2,3,1
377,4,1,2,1,3,4,"Female","40-49","never married","Manhattan",265.365377222105,2,1,3
378,4,1,2,2,4,1,"Female","50-59","never married","Manhattan",195.012839277782,3,2,1
379,4,4,4,4,3,2,"Female","30-39","married","Manhattan",225.861096816251,2,3,1
380,2,1,2,6,1,1,"Female","50-59","never married","Manhattan",233.329567272867,1,3,2
381,7,3,6,5,3,6,"Female","50-59","married","Brooklyn",447.254188950537,1,2,3
382,3,1,2,2,3,5,"Male","40-49","married","Manhattan",281.979757532074,2,1,3
383,1,1,1,4,7,5,"Male","50-59","married","Brooklyn",296.61903301795,3,1,2
384,3,1,1,1,4,1,"Male","18-29","never married","Manhattan",165.515732892563,3,1,2
385,7,1,4,2,2,2,"Female","30-39","married","Manhattan",179.209427630349,2,1,3
386,7,3,3,1,3,4,"Male","18-29","never married","Manhattan",166.108536385589,2,1,3
387,7,3,4,2,4,7,"Female","40-49","married","Manhattan",241.601983526563,2,1,3
388,2,2,2,6,1,5,"Male","18-29","never married","Manhattan",146.87599148419,1,3,2
389,6,5,6,4,3,1,"Male","30-39","never married","Manhattan",203.531143073239,2,3,1
390,6,4,6,7,6,7,"Female","18-29","married","New Jersey",245.983226341835,1,2,3
391,5,1,5,4,3,6,"Female","40-49","divorced","Manhattan",186.160470374315,1,2,3
392,5,1,2,1,4,7,"Female","18-29","married","New Jersey",240.589945860314,2,1,3
393,1,1,1,2,3,7,"Female","30-39","never married","Brooklyn",247.785244599459,2,1,3
394,2,1,1,3,7,3,"Male","40-49","married","Manhattan",250.652922376448,3,1,2
395,7,3,3,2,4,1,"Female","18-29","married","Queens",350.866227677315,3,2,1
396,6,1,6,7,2,7,"Female","40-49","married","Manhattan",365.344813583567,1,2,3
397,4,2,3,5,6,1,"Male","40-49","never married","Brooklyn",222.481647386245,3,2,1
398,7,1,2,3,3,6,"Female","40-49","never married","Queens",256.969662218303,2,1,3
399,1,1,1,1,4,2,"Female","30-39","never married","New Jersey",261.638083868179,3,1,2
400,1,1,1,3,5,3,"Female","30-39","divorced","Brooklyn",257.439469451497,3,1,2
401,3,1,2,2,3,5,"Male","30-39","never married","Manhattan",196.70041021407,2,1,3
402,6,3,5,5,4,4,"Male","50-59","married","Queens",259.203297990572,1,3,2
403,4,2,3,6,6,2,"Female","30-39","never married","Brooklyn",194.867450746814,3,2,1
404,1,1,1,4,4,4,"Male","60 or over","never married","Manhattan",115.876553733707,2,1,3
405,2,1,2,7,1,4,"Female","18-29","never married","Manhattan",205.883705439685,1,3,2
406,4,1,2,2,7,5,"Female","40-49","never married","Brooklyn",186.785248360488,3,1,2
407,3,1,3,7,1,4,"Female","30-39","married","Manhattan",197.451018342088,1,3,2
408,2,1,2,2,3,4,"Female","18-29","never married","Manhattan",163.359483882487,2,1,3
409,5,1,1,3,2,1,"Male","30-39","never married","Manhattan",140.907280397527,2,3,1
410,7,1,1,3,6,4,"Female","40-49","never married","Manhattan",181.807189106982,3,1,2
411,7,1,5,6,4,4,"Female","30-39","married","Manhattan",143.774370279274,1,3,2
412,2,1,1,3,7,3,"Female","50-59","never married","Brooklyn",270.094219974148,3,1,2
413,4,1,1,3,4,1,"Male","50-59","never married","Manhattan",332.497416580229,3,2,1
414,2,1,1,1,6,4,"Male","30-39","never married","Manhattan",135.595048836828,3,1,2
415,6,2,3,2,4,1,"Female","40-49","married","New Jersey",214.685610442002,3,2,1
416,3,1,1,1,4,1,"Female","40-49","never married","Brooklyn",147.921424504746,3,1,2
417,2,1,1,3,7,5,"Female","40-49","married","Manhattan",263.894520320145,3,1,2
418,7,1,1,3,3,1,"Female","30-39","married","Brooklyn",217.872072067687,3,2,1
419,7,1,3,1,3,6,"Female","18-29","separated","Brooklyn",193.351023472967,2,1,3
420,2,1,1,2,1,5,"Female","30-39","married","Brooklyn",205.354227807956,1,2,3
421,6,2,2,1,5,6,"Female","50-59","never married","Manhattan",218.495618183158,2,1,3
422,5,1,4,5,6,5,"Female","50-59","never married","Brooklyn",445.79983435963,3,1,2
423,4,1,2,1,6,5,"Male","18-29","married","Queens",221.241516967689,3,1,2
424,4,2,2,1,4,4,"Male","30-39","never married","Manhattan",176.22125160025,2,1,3
425,3,1,1,3,4,2,"Female","18-29","married","Queens",198.979185998622,3,2,1
426,4,3,4,7,6,3,"Female","18-29","never married","Queens",262.168745554019,2,3,1
427,3,1,1,3,5,5,"Female","60 or over","married","New Jersey",318.608199914236,2,1,3
428,2,1,1,3,7,1,"Female","40-49","married","New Jersey",197.737824714231,3,2,1
429,5,1,1,3,7,5,"Female","18-29","never married","Manhattan",225.092693584072,3,1,2
430,5,1,5,7,4,4,"Male","40-49","never married","New Jersey",167.152186581737,1,3,2
431,2,1,2,2,3,2,"Male","50-59","never married","Queens",139.211523861115,3,1,2
432,4,1,2,2,4,3,"Male","30-39","never married","Brooklyn",176.683043087301,3,1,2
433,7,4,7,7,4,4,"Female","40-49","married","Queens",176.914459957245,1,3,2
434,5,2,5,4,7,2,"Female","40-49","married","Queens",143.039689778941,3,2,1
435,2,2,2,5,5,2,"Male","40-49","married","Brooklyn",131.437284514046,3,2,1
436,7,2,3,2,1,2,"Male","40-49","separated","Queens",114.971392090254,1,2,3
437,1,1,1,5,3,2,"Female","30-39","never married","Manhattan",144.706576644334,2,3,1
438,6,2,6,4,6,7,"Female","40-49","never married","Queens",288.687478148335,2,1,3
439,6,1,6,4,3,5,"Male","40-49","never married","Manhattan",248.066302612152,1,2,3
440,4,2,2,1,7,2,"Male","30-39","never married","Brooklyn",243.835166160578,3,1,2
441,7,3,5,6,4,2,"Female","40-49","never married","Queens",204.838084151682,2,3,1
442,1,1,1,6,3,5,"Male","40-49","separated","Queens",297.137612610717,1,3,2
443,1,1,1,2,6,6,"Male","18-29","never married","Manhattan",235.666910565946,2,1,3
444,2,1,1,2,5,4,"Female","60 or over","married","New Jersey",213.309906092285,3,1,2
445,4,4,4,4,3,5,"Female","18-29","never married","Manhattan",188.779861374191,1,2,3
446,2,1,1,2,3,4,"Female","40-49","never married","Queens",128.914875738002,2,1,3
447,6,3,5,5,5,2,"Female","40-49","never married","New Jersey",169.951314546035,3,2,1
448,2,1,1,1,5,4,"Male","50-59","married","Queens",314.500828978398,3,1,2
449,1,1,1,5,1,3,"Female","18-29","never married","Manhattan",148.382345411875,1,3,2
450,6,1,1,3,6,7,"Female","40-49","never married","Manhattan",271.046661548873,2,1,3
451,5,2,4,5,6,4,"Female","40-49","married","Manhattan",191.104140515264,3,2,1
452,7,1,1,3,2,1,"Male","30-39","married","New Jersey",128.459932240647,2,3,1
453,5,1,1,3,1,1,"Male","30-39","married","Manhattan",145.871632365356,1,3,2
454,5,1,2,1,6,1,"Male","50-59","married","Manhattan",233.560461073992,3,1,2
455,2,1,2,6,4,7,"Male","18-29","married","Brooklyn",233.66476222941,1,2,3
456,7,4,4,2,3,4,"Male","40-49","divorced","Manhattan",235.897209420105,2,1,3
457,3,1,2,2,1,6,"Male","30-39","never married","Queens",164.155254191753,1,2,3
458,5,4,5,7,7,3,"Female","30-39","married","Queens",240.80941912834,3,2,1
459,3,1,1,3,4,2,"Female","40-49","never married","Manhattan",199.483398512643,3,2,1
460,1,1,1,5,6,6,"Female","30-39","married","New Jersey",232.390596369584,2,1,3
461,5,1,1,3,1,5,"Female","50-59","never married","Brooklyn",202.404329542491,1,2,3
462,1,1,1,4,2,5,"Male","18-29","married","Manhattan",206.132650099607,1,2,3
463,7,2,2,1,3,6,"Male","30-39","widowed","Manhattan",185.240518174299,2,1,3
464,3,1,2,2,6,2,"Female","40-49","never married","Manhattan",186.119939288746,3,1,2
465,4,1,1,3,3,2,"Female","40-49","divorced","Brooklyn",173.015973420355,3,2,1
466,6,2,3,1,2,6,"Male","30-39","never married","Manhattan",231.579130712276,2,1,3
467,4,1,4,7,2,4,"Female","40-49","never married","Manhattan",132.486991442141,1,3,2
468,6,2,5,7,5,4,"Female","40-49","never married","Brooklyn",159.483146189248,2,3,1
469,6,1,1,3,6,3,"Male","50-59","married","Brooklyn",163.090344324388,3,1,2
470,3,2,3,4,1,4,"Male","40-49","married","Queens",135.626379546395,1,2,3
471,5,4,4,5,7,6,"Female","18-29","never married","Manhattan",202.764034431115,3,1,2
472,1,1,1,6,3,6,"Male","50-59","married","Brooklyn",220.22463183542,1,2,3
473,1,1,1,1,3,7,"Male","50-59","married","Manhattan",155.205146748658,2,1,3
474,5,1,2,1,3,5,"Male","40-49","never married","Manhattan",74.4335214342134,2,1,3
475,4,2,2,2,4,1,"Male","30-39","never married","Brooklyn",365.159474408643,3,2,1
476,2,1,1,1,4,5,"Female","40-49","married","Queens",270.971254816045,2,1,3
477,5,2,5,4,1,5,"Female","40-49","married","New Jersey",191.220492987308,1,2,3
478,2,1,2,4,7,7,"Female","50-59","never married","New Jersey",336.822518888177,2,1,3
479,1,1,1,1,7,1,"Male","18-29","married","Queens",278.428643499463,3,1,2
480,6,2,3,2,1,2,"Male","40-49","married","Brooklyn",286.631035944615,1,2,3
481,1,1,1,2,6,5,"Male","40-49","never married","Manhattan",118.684590911053,3,1,2
482,7,2,3,1,2,3,"Male","40-49","married","Manhattan",257.822738418683,2,1,3
483,5,2,3,2,1,4,"Male","30-39","married","Manhattan",171.912631770021,1,2,3
484,2,1,1,3,1,6,"Female","40-49","never married","New Jersey",196.190391960872,1,2,3
485,5,1,2,1,5,2,"Female","30-39","never married","Queens",149.265403061738,3,1,2
486,5,2,5,7,3,7,"Female","30-39","never married","New Jersey",306.401051422272,1,2,3
487,3,2,3,5,4,2,"Female","18-29","never married","Manhattan",269.615345666812,2,3,1
488,6,1,2,1,4,3,"Female","18-29","never married","New Jersey",235.996173934155,3,1,2
489,4,2,4,4,1,1,"Female","40-49","never married","Brooklyn",172.199313867978,1,3,2
490,6,1,6,4,3,4,"Male","18-29","divorced","Brooklyn",175.140323099107,1,2,3
491,4,1,1,3,3,2,"Female","18-29","never married","Brooklyn",208.995593220022,3,2,1
492,4,1,3,5,4,7,"Male","50-59","never married","Brooklyn",226.11857932235,1,2,3
493,5,1,1,3,4,7,"Male","30-39","never married","Manhattan",195.476290469743,2,1,3
494,4,4,4,4,2,7,"Female","18-29","divorced","Manhattan",174.243987060419,1,2,3
495,3,1,3,4,2,1,"Female","30-39","married","Manhattan",207.908244988973,2,3,1
496,1,1,1,2,4,4,"Male","40-49","married","Manhattan",197.844556369384,2,1,3
497,6,1,2,3,4,4,"Male","30-39","never married","New Jersey",263.711408620667,2,1,3
498,3,1,1,1,4,5,"Female","30-39","married","New Jersey",257.801742715489,2,1,3
499,3,1,3,5,4,4,"Female","40-49","married","Manhattan",127.608083167811,1,3,2
500,3,1,2,2,7,2,"Female","40-49","married","Manhattan",168.277524659117,3,1,2
501,5,1,1,3,4,2,"Male","30-39","separated","Manhattan",393.293120448637,3,2,1
502,2,2,2,6,4,2,"Female","30-39","never married","Manhattan",173.737079554557,2,3,1
503,1,1,1,3,5,2,"Female","30-39","never married","Queens",272.332074009329,3,2,1
504,2,1,1,3,3,4,"Female","18-29","married","Brooklyn",142.45178167972,2,1,3
505,6,2,2,1,4,4,"Male","40-49","never married","New Jersey",313.438615842037,2,1,3
506,5,4,4,6,3,1,"Female","18-29","never married","Manhattan",203.874686930102,2,3,1
507,2,1,2,4,1,1,"Female","30-39","never married","Queens",256.727729353083,1,3,2
508,2,1,1,1,3,5,"Male","30-39","married","Queens",169.176565553046,2,1,3
509,2,2,2,7,4,4,"Female","30-39","never married","Queens",189.191502421064,1,3,2
510,1,1,1,1,4,5,"Female","50-59","never married","Brooklyn",321.978789308579,2,1,3
511,7,4,4,2,3,5,"Male","18-29","never married","Manhattan",289.270395125954,2,1,3
512,1,1,1,3,4,4,"Male","30-39","married","Queens",195.452279347139,2,1,3
513,4,3,3,2,2,7,"Male","30-39","never married","Manhattan",184.756981386034,2,1,3
514,1,1,1,5,6,1,"Female","40-49","separated","Manhattan",242.997855645942,3,2,1
515,4,1,2,1,7,4,"Female","40-49","never married","Brooklyn",170.938110265829,3,1,2
516,3,1,3,4,3,4,"Female","50-59","married","New Jersey",247.50089432057,1,2,3
517,5,1,2,1,5,4,"Male","30-39","married","New Jersey",225.764134967139,3,1,2
518,5,1,3,2,4,6,"Male","30-39","married","Manhattan",168.245777358427,2,1,3
519,2,1,1,3,5,5,"Female","18-29","married","Manhattan",176.551449362852,2,1,3
520,3,1,1,1,5,2,"Male","40-49","never married","Queens",164.381663622793,3,1,2
521,4,1,2,2,1,6,"Male","30-39","married","Brooklyn",204.503398332828,1,2,3
522,4,1,2,1,5,3,"Female","40-49","married","Brooklyn",216.301707678811,3,1,2
523,5,2,2,1,5,4,"Male","18-29","married","Queens",266.938145135056,3,1,2
524,6,1,2,1,5,2,"Female","18-29","married","Manhattan",94.4228321884539,3,1,2
525,5,2,2,1,2,7,"Female","30-39","married","Brooklyn",281.712132188663,2,1,3
526,4,2,4,5,1,3,"Female","50-59","married","Queens",199.308013166591,1,3,2
527,2,1,1,3,3,2,"Male","40-49","married","Brooklyn",185.948912161129,3,2,1
528,2,1,1,3,6,6,"Female","40-49","never married","Queens",179.169300466152,2,1,3
529,3,1,2,2,5,7,"Male","40-49","married","Queens",257.105616231413,2,1,3
530,4,1,1,3,7,6,"Male","30-39","never married","New Jersey",198.066181159996,3,1,2
531,2,1,2,6,5,5,"Female","18-29","never married","Manhattan",326.405194976527,1,3,2
532,6,3,6,7,4,2,"Female","40-49","married","Manhattan",230.527279906839,2,3,1
533,1,1,1,1,5,2,"Female","18-29","never married","Manhattan",210.204935569594,3,1,2
534,6,1,3,2,4,7,"Female","30-39","separated","Manhattan",207.365586047959,2,1,3
535,7,2,4,2,1,7,"Female","18-29","never married","New Jersey",169.707706734485,1,2,3
536,2,1,2,2,4,5,"Female","30-39","married","Manhattan",283.656770997319,2,1,3
537,4,1,2,2,6,4,"Male","30-39","married","New Jersey",448.33077068847,3,1,2
538,6,1,2,3,4,7,"Female","30-39","never married","Brooklyn",131.862251820689,2,1,3
539,5,2,3,2,5,1,"Male","50-59","never married","Manhattan",187.053338130563,3,2,1
540,1,1,1,4,3,1,"Female","50-59","married","Manhattan",232.035721351578,2,3,1
541,1,1,1,4,4,2,"Female","30-39","married","Queens",288.974055744093,3,2,1
542,1,1,1,6,5,3,"Male","30-39","married","Manhattan",204.756293970804,2,3,1
543,2,1,1,3,7,7,"Female","40-49","never married","New Jersey",154.483522440214,2,1,3
544,5,1,1,3,6,6,"Female","30-39","married","Queens",146.796911722068,2,1,3
545,1,1,1,2,2,2,"Female","30-39","married","Manhattan",220.251937488624,2,1,3
546,1,1,1,1,4,6,"Male","30-39","married","Queens",272.505132879463,2,1,3
547,1,1,1,1,5,7,"Female","30-39","never married","Brooklyn",274.051684021768,2,1,3
548,7,3,4,2,3,2,"Female","40-49","never married","Brooklyn",124.053448221244,3,1,2
549,5,3,5,7,3,1,"Female","50-59","never married","Manhattan",229.873776099573,2,3,1
550,5,2,3,2,1,2,"Female","18-29","married","New Jersey",232.526500327178,1,2,3
551,6,1,2,1,5,1,"Female","18-29","widowed","Brooklyn",153.111767239236,3,1,2
552,7,1,1,3,1,4,"Female","30-39","never married","New Jersey",375.948366885137,1,2,3
553,2,1,2,2,6,6,"Female","30-39","never married","New Jersey",241.347187284214,2,1,3
554,5,2,4,5,1,7,"Female","30-39","widowed","Manhattan",191.477256890012,1,2,3
555,3,2,3,4,5,5,"Female","18-29","never married","Manhattan",169.443221135481,2,1,3
556,7,1,1,3,6,5,"Female","40-49","never married","New Jersey",190.896139397597,3,1,2
557,3,2,2,2,5,5,"Male","18-29","married","Queens",151.243646706423,2,1,3
558,6,4,4,2,6,3,"Male","40-49","never married","Manhattan",137.97139405847,3,1,2
559,6,5,6,4,2,3,"Male","40-49","never married","Queens",171.610442087534,1,3,2
560,1,1,1,5,3,1,"Female","40-49","married","Manhattan",162.772076001639,2,3,1
561,6,2,2,1,7,7,"Female","50-59","never married","Queens",171.859682945666,2,1,3
562,5,3,5,4,5,4,"Female","30-39","never married","Queens",122.968797803481,3,1,2
563,1,1,1,7,7,4,"Male","50-59","never married","Brooklyn",148.019810307845,3,2,1
564,4,2,4,5,1,3,"Male","40-49","married","New Jersey",119.880628139843,1,3,2
565,1,1,1,4,7,2,"Male","50-59","separated","Manhattan",188.397194956257,3,2,1
566,7,1,4,2,5,7,"Female","30-39","never married","Manhattan",201.653699898239,2,1,3
567,3,1,1,1,4,4,"Female","50-59","never married","Manhattan",211.522746713031,2,1,3
568,5,2,2,1,7,2,"Female","18-29","married","Manhattan",361.398729280921,3,1,2
569,2,1,1,2,7,2,"Female","18-29","never married","Queens",178.32599583208,3,1,2
570,6,3,5,5,2,2,"Female","30-39","married","Brooklyn",212.595685547959,1,3,2
571,4,2,3,2,6,7,"Female","50-59","never married","Brooklyn",176.406075199633,2,1,3
572,2,2,2,5,5,4,"Female","30-39","married","Manhattan",218.258893019076,3,2,1
573,1,1,1,7,5,5,"Male","50-59","married","Manhattan",211.64854000947,1,3,2
574,3,1,3,5,3,2,"Female","40-49","married","Queens",154.428945834012,2,3,1
575,5,1,1,3,3,5,"Male","30-39","married","Manhattan",255.084829422213,2,1,3
576,6,2,2,1,5,4,"Female","30-39","married","Manhattan",263.360369435969,3,1,2
577,1,1,1,2,1,4,"Female","18-29","married","New Jersey",331.777522358326,1,2,3
578,2,1,1,1,3,3,"Male","30-39","married","Brooklyn",268.657825084005,2,1,3
579,7,1,2,1,5,1,"Male","30-39","never married","Brooklyn",205.994360796931,3,1,2
580,7,3,3,1,5,4,"Female","50-59","married","Queens",126.330734025841,3,1,2
581,6,2,3,2,5,1,"Female","40-49","divorced","Manhattan",186.079953786895,3,2,1
582,6,1,1,3,5,6,"Female","50-59","married","Manhattan",178.069420086079,2,1,3
583,6,5,6,4,3,7,"Female","30-39","never married","Brooklyn",164.968115009834,1,2,3
584,3,1,2,2,3,2,"Female","60 or over","divorced","Manhattan",104.109731376882,3,1,2
585,4,1,2,1,3,6,"Male","30-39","married","Manhattan",209.088387862853,2,1,3
586,4,2,3,6,5,4,"Female","50-59","married","New Jersey",175.934900525855,2,3,1
587,4,1,2,2,5,3,"Male","30-39","married","Brooklyn",159.855745527545,3,1,2
588,7,2,4,2,2,4,"Female","40-49","married","New Jersey",189.407597557916,2,1,3
589,4,1,3,6,2,1,"Female","30-39","married","New Jersey",117.099706866815,2,3,1
590,2,1,1,2,5,7,"Male","40-49","never married","Manhattan",247.93400521258,2,1,3
591,4,2,3,2,4,2,"Female","40-49","never married","Manhattan",203.230562033997,3,1,2
592,3,3,3,7,6,1,"Male","40-49","married","Queens",553.116530047106,2,3,1
593,4,1,3,2,5,6,"Male","18-29","never married","Queens",167.179509816181,2,1,3
594,7,2,6,5,4,5,"Female","40-49","married","Queens",204.818918261116,1,2,3
595,2,1,2,5,7,4,"Male","40-49","never married","Brooklyn",260.592134525939,3,2,1
596,7,5,5,6,4,6,"Female","50-59","married","Manhattan",169.270843957845,1,2,3
597,1,1,1,4,6,7,"Male","40-49","separated","Manhattan",177.269175063497,2,1,3
598,4,1,4,4,3,2,"Male","18-29","never married","Manhattan",145.930816884046,2,3,1
599,1,1,1,3,2,5,"Female","40-49","married","Manhattan",233.000768363524,1,2,3
600,1,1,1,3,2,1,"Female","40-49","never married","Manhattan",168.256972292215,2,3,1
601,2,1,1,1,6,7,"Male","30-39","never married","Manhattan",118.47534469037,2,1,3
602,3,1,1,3,7,5,"Female","40-49","married","Queens",173.305548820504,3,1,2
603,7,1,2,3,4,6,"Female","50-59","never married","New Jersey",305.783480255368,2,1,3
604,4,2,2,2,5,7,"Female","18-29","married","New Jersey",172.528241200992,2,1,3
605,6,1,1,3,5,3,"Female","50-59","never married","New Jersey",153.287354653507,3,1,2
606,1,1,1,1,3,7,"Female","40-49","married","Manhattan",254.711382382572,2,1,3
607,2,1,1,1,5,5,"Female","30-39","never married","Manhattan",212.11592104976,2,1,3
608,4,1,3,6,6,1,"Male","50-59","never married","Manhattan",260.159280772361,3,2,1
609,1,1,1,1,2,2,"Male","18-29","never married","Manhattan",157.3932854055,2,1,3
610,3,2,2,2,4,2,"Male","30-39","never married","Brooklyn",207.748894858165,3,1,2
611,1,1,1,3,2,2,"Male","40-49","never married","Brooklyn",321.393271105593,1,3,2
612,4,1,3,6,4,5,"Male","18-29","never married","Queens",146.199346165417,1,3,2
613,6,3,3,2,3,4,"Male","40-49","never married","Brooklyn",226.726835324855,2,1,3
614,6,1,6,4,4,6,"Female","30-39","married","Manhattan",157.079257020495,2,1,3
615,2,1,2,6,2,7,"Male","40-49","married","Manhattan",163.382186164413,1,2,3
616,1,1,1,7,3,1,"Female","40-49","married","New Jersey",180.475086802733,2,3,1
617,5,2,4,6,4,3,"Female","30-39","never married","Manhattan",191.662401679209,2,3,1
618,3,1,1,3,5,3,"Male","30-39","married","Manhattan",214.288581102262,3,1,2
619,6,2,4,2,1,3,"Female","40-49","divorced","Manhattan",348.248397757631,1,2,3
620,7,5,6,7,1,6,"Male","40-49","never married","Brooklyn",145.778164268162,1,3,2
621,2,1,2,7,3,4,"Female","18-29","never married","Queens",123.796902809513,1,3,2
622,5,2,3,2,7,5,"Male","40-49","never married","Queens",260.331007527054,3,1,2
623,7,2,2,1,5,5,"Male","50-59","married","Manhattan",305.053251085039,2,1,3
624,7,5,5,6,7,6,"Male","30-39","never married","Manhattan",187.449408239879,3,1,2
625,1,1,1,3,2,5,"Female","40-49","never married","New Jersey",165.217427447938,1,2,3
626,2,1,1,1,3,4,"Female","18-29","married","Manhattan",198.481855199613,2,1,3
627,3,1,1,3,4,4,"Female","30-39","never married","Manhattan",235.027887471967,2,1,3
628,7,2,5,6,5,5,"Male","40-49","never married","Manhattan",305.742038867756,1,3,2
629,4,3,3,5,6,7,"Male","30-39","married","Brooklyn",204.637091879645,2,1,3
630,3,1,1,1,5,4,"Male","40-49","married","Brooklyn",349.07483896273,3,1,2
631,2,1,1,3,3,4,"Male","40-49","never married","Manhattan",165.737866130563,2,1,3
632,7,2,5,2,7,3,"Male","30-39","separated","Manhattan",241.37320714814,3,1,2
633,7,3,4,2,3,2,"Female","30-39","married","Manhattan",162.08162882974,3,1,2
634,6,1,3,2,3,1,"Male","30-39","never married","New Jersey",109.031081874511,3,2,1
635,4,3,4,7,6,5,"Female","30-39","separated","Queens",182.349494533856,2,3,1
636,2,1,2,4,3,4,"Female","50-59","never married","Manhattan",203.086141238448,1,2,3
637,3,2,3,6,7,2,"Female","50-59","never married","Manhattan",216.349105115928,3,2,1
638,4,1,2,2,5,4,"Male","40-49","widowed","Brooklyn",262.238394065621,3,1,2
639,3,2,2,6,6,4,"Male","18-29","married","New Jersey",235.125591670366,3,2,1
