"id","health1","health2","health3","mcdonalds","chipotle","shake_shack","gender","age","marital_status","location","rank_chipotle","rank_mcdonalds","rank_shake_shack"
381,7,3,6,5,3,6,"Female","50-59","married","Brooklyn",1,2,3
382,3,1,2,2,3,5,"Male","40-49","married","Manhattan",2,1,3
383,1,1,1,4,7,5,"Male","50-59","married","Brooklyn",3,1,2
384,3,1,1,1,4,1,"Male","18-29","never married","Manhattan",3,1,2
385,7,1,4,2,2,2,"Female","30-39","married","Manhattan",2,1,3
386,7,3,3,1,3,4,"Male","18-29","never married","Manhattan",2,1,3
387,7,3,4,2,4,7,"Female","40-49","married","Manhattan",2,1,3
388,2,2,2,6,1,5,"Male","18-29","never married","Manhattan",1,3,2
389,6,5,6,4,3,1,"Male","30-39","never married","Manhattan",2,3,1
390,6,4,6,7,6,7,"Female","18-29","married","New Jersey",1,2,3
391,5,1,5,4,3,6,"Female","40-49","divorced","Manhattan",1,2,3
392,5,1,2,1,4,7,"Female","18-29","married","New Jersey",2,1,3
393,1,1,1,2,3,7,"Female","30-39","never married","Brooklyn",2,1,3
394,2,1,1,3,7,3,"Male","40-49","married","Manhattan",3,1,2
395,7,3,3,2,4,1,"Female","18-29","married","Queens",3,2,1
396,6,1,6,7,2,7,"Female","40-49","married","Manhattan",1,2,3
397,4,2,3,5,6,1,"Male","40-49","never married","Brooklyn",3,2,1
398,7,1,2,3,3,6,"Female","40-49","never married","Queens",2,1,3
399,1,1,1,1,4,2,"Female","30-39","never married","New Jersey",3,1,2
400,1,1,1,3,5,3,"Female","30-39","divorced","Brooklyn",3,1,2
401,3,1,2,2,3,5,"Male","30-39","never married","Manhattan",2,1,3
402,6,3,5,5,4,4,"Male","50-59","married","Queens",1,3,2
403,4,2,3,6,6,2,"Female","30-39","never married","Brooklyn",3,2,1
404,1,1,1,4,4,4,"Male","60 or over","never married","Manhattan",2,1,3
405,2,1,2,7,1,4,"Female","18-29","never married","Manhattan",1,3,2
406,4,1,2,2,7,5,"Female","40-49","never married","Brooklyn",3,1,2
407,3,1,3,7,1,4,"Female","30-39","married","Manhattan",1,3,2
408,2,1,2,2,3,4,"Female","18-29","never married","Manhattan",2,1,3
409,5,1,1,3,2,1,"Male","30-39","never married","Manhattan",2,3,1
410,7,1,1,3,6,4,"Female","40-49","never married","Manhattan",3,1,2
411,7,1,5,6,4,4,"Female","30-39","married","Manhattan",1,3,2
412,2,1,1,3,7,3,"Female","50-59","never married","Brooklyn",3,1,2
413,4,1,1,3,4,1,"Male","50-59","never married","Manhattan",3,2,1
414,2,1,1,1,6,4,"Male","30-39","never married","Manhattan",3,1,2
415,6,2,3,2,4,1,"Female","40-49","married","New Jersey",3,2,1
416,3,1,1,1,4,1,"Female","40-49","never married","Brooklyn",3,1,2
417,2,1,1,3,7,5,"Female","40-49","married","Manhattan",3,1,2
418,7,1,1,3,3,1,"Female","30-39","married","Brooklyn",3,2,1
419,7,1,3,1,3,6,"Female","18-29","separated","Brooklyn",2,1,3
420,2,1,1,2,1,5,"Female","30-39","married","Brooklyn",1,2,3
421,6,2,2,1,5,6,"Female","50-59","never married","Manhattan",2,1,3
422,5,1,4,5,6,5,"Female","50-59","never married","Brooklyn",3,1,2
423,4,1,2,1,6,5,"Male","18-29","married","Queens",3,1,2
424,4,2,2,1,4,4,"Male","30-39","never married","Manhattan",2,1,3
425,3,1,1,3,4,2,"Female","18-29","married","Queens",3,2,1
426,4,3,4,7,6,3,"Female","18-29","never married","Queens",2,3,1
427,3,1,1,3,5,5,"Female","60 or over","married","New Jersey",2,1,3
428,2,1,1,3,7,1,"Female","40-49","married","New Jersey",3,2,1
429,5,1,1,3,7,5,"Female","18-29","never married","Manhattan",3,1,2
430,5,1,5,7,4,4,"Male","40-49","never married","New Jersey",1,3,2
431,2,1,2,2,3,2,"Male","50-59","never married","Queens",3,1,2
432,4,1,2,2,4,3,"Male","30-39","never married","Brooklyn",3,1,2
433,7,4,7,7,4,4,"Female","40-49","married","Queens",1,3,2
434,5,2,5,4,7,2,"Female","40-49","married","Queens",3,2,1
435,2,2,2,5,5,2,"Male","40-49","married","Brooklyn",3,2,1
436,7,2,3,2,1,2,"Male","40-49","separated","Queens",1,2,3
437,1,1,1,5,3,2,"Female","30-39","never married","Manhattan",2,3,1
438,6,2,6,4,6,7,"Female","40-49","never married","Queens",2,1,3
439,6,1,6,4,3,5,"Male","40-49","never married","Manhattan",1,2,3
440,4,2,2,1,7,2,"Male","30-39","never married","Brooklyn",3,1,2
441,7,3,5,6,4,2,"Female","40-49","never married","Queens",2,3,1
442,1,1,1,6,3,5,"Male","40-49","separated","Queens",1,3,2
443,1,1,1,2,6,6,"Male","18-29","never married","Manhattan",2,1,3
444,2,1,1,2,5,4,"Female","60 or over","married","New Jersey",3,1,2
445,4,4,4,4,3,5,"Female","18-29","never married","Manhattan",1,2,3
446,2,1,1,2,3,4,"Female","40-49","never married","Queens",2,1,3
447,6,3,5,5,5,2,"Female","40-49","never married","New Jersey",3,2,1
448,2,1,1,1,5,4,"Male","50-59","married","Queens",3,1,2
449,1,1,1,5,1,3,"Female","18-29","never married","Manhattan",1,3,2
450,6,1,1,3,6,7,"Female","40-49","never married","Manhattan",2,1,3
451,5,2,4,5,6,4,"Female","40-49","married","Manhattan",3,2,1
452,7,1,1,3,2,1,"Male","30-39","married","New Jersey",2,3,1
453,5,1,1,3,1,1,"Male","30-39","married","Manhattan",1,3,2
454,5,1,2,1,6,1,"Male","50-59","married","Manhattan",3,1,2
455,2,1,2,6,4,7,"Male","18-29","married","Brooklyn",1,2,3
456,7,4,4,2,3,4,"Male","40-49","divorced","Manhattan",2,1,3
457,3,1,2,2,1,6,"Male","30-39","never married","Queens",1,2,3
458,5,4,5,7,7,3,"Female","30-39","married","Queens",3,2,1
459,3,1,1,3,4,2,"Female","40-49","never married","Manhattan",3,2,1
460,1,1,1,5,6,6,"Female","30-39","married","New Jersey",2,1,3
461,5,1,1,3,1,5,"Female","50-59","never married","Brooklyn",1,2,3
462,1,1,1,4,2,5,"Male","18-29","married","Manhattan",1,2,3
463,7,2,2,1,3,6,"Male","30-39","widowed","Manhattan",2,1,3
464,3,1,2,2,6,2,"Female","40-49","never married","Manhattan",3,1,2
465,4,1,1,3,3,2,"Female","40-49","divorced","Brooklyn",3,2,1
466,6,2,3,1,2,6,"Male","30-39","never married","Manhattan",2,1,3
467,4,1,4,7,2,4,"Female","40-49","never married","Manhattan",1,3,2
468,6,2,5,7,5,4,"Female","40-49","never married","Brooklyn",2,3,1
469,6,1,1,3,6,3,"Male","50-59","married","Brooklyn",3,1,2
470,3,2,3,4,1,4,"Male","40-49","married","Queens",1,2,3
471,5,4,4,5,7,6,"Female","18-29","never married","Manhattan",3,1,2
472,1,1,1,6,3,6,"Male","50-59","married","Brooklyn",1,2,3
473,1,1,1,1,3,7,"Male","50-59","married","Manhattan",2,1,3
474,5,1,2,1,3,5,"Male","40-49","never married","Manhattan",2,1,3
475,4,2,2,2,4,1,"Male","30-39","never married","Brooklyn",3,2,1
476,2,1,1,1,4,5,"Female","40-49","married","Queens",2,1,3
477,5,2,5,4,1,5,"Female","40-49","married","New Jersey",1,2,3
478,2,1,2,4,7,7,"Female","50-59","never married","New Jersey",2,1,3
479,1,1,1,1,7,1,"Male","18-29","married","Queens",3,1,2
480,6,2,3,2,1,2,"Male","40-49","married","Brooklyn",1,2,3
481,1,1,1,2,6,5,"Male","40-49","never married","Manhattan",3,1,2
482,7,2,3,1,2,3,"Male","40-49","married","Manhattan",2,1,3
483,5,2,3,2,1,4,"Male","30-39","married","Manhattan",1,2,3
484,2,1,1,3,1,6,"Female","40-49","never married","New Jersey",1,2,3
485,5,1,2,1,5,2,"Female","30-39","never married","Queens",3,1,2
486,5,2,5,7,3,7,"Female","30-39","never married","New Jersey",1,2,3
487,3,2,3,5,4,2,"Female","18-29","never married","Manhattan",2,3,1
488,6,1,2,1,4,3,"Female","18-29","never married","New Jersey",3,1,2
489,4,2,4,4,1,1,"Female","40-49","never married","Brooklyn",1,3,2
490,6,1,6,4,3,4,"Male","18-29","divorced","Brooklyn",1,2,3
491,4,1,1,3,3,2,"Female","18-29","never married","Brooklyn",3,2,1
492,4,1,3,5,4,7,"Male","50-59","never married","Brooklyn",1,2,3
493,5,1,1,3,4,7,"Male","30-39","never married","Manhattan",2,1,3
494,4,4,4,4,2,7,"Female","18-29","divorced","Manhattan",1,2,3
495,3,1,3,4,2,1,"Female","30-39","married","Manhattan",2,3,1
496,1,1,1,2,4,4,"Male","40-49","married","Manhattan",2,1,3
497,6,1,2,3,4,4,"Male","30-39","never married","New Jersey",2,1,3
498,3,1,1,1,4,5,"Female","30-39","married","New Jersey",2,1,3
499,3,1,3,5,4,4,"Female","40-49","married","Manhattan",1,3,2
500,3,1,2,2,7,2,"Female","40-49","married","Manhattan",3,1,2
501,5,1,1,3,4,2,"Male","30-39","separated","Manhattan",3,2,1
502,2,2,2,6,4,2,"Female","30-39","never married","Manhattan",2,3,1
503,1,1,1,3,5,2,"Female","30-39","never married","Queens",3,2,1
504,2,1,1,3,3,4,"Female","18-29","married","Brooklyn",2,1,3
505,6,2,2,1,4,4,"Male","40-49","never married","New Jersey",2,1,3
506,5,4,4,6,3,1,"Female","18-29","never married","Manhattan",2,3,1
507,2,1,2,4,1,1,"Female","30-39","never married","Queens",1,3,2
508,2,1,1,1,3,5,"Male","30-39","married","Queens",2,1,3
509,2,2,2,7,4,4,"Female","30-39","never married","Queens",1,3,2
510,1,1,1,1,4,5,"Female","50-59","never married","Brooklyn",2,1,3
511,7,4,4,2,3,5,"Male","18-29","never married","Manhattan",2,1,3
512,1,1,1,3,4,4,"Male","30-39","married","Queens",2,1,3
513,4,3,3,2,2,7,"Male","30-39","never married","Manhattan",2,1,3
514,1,1,1,5,6,1,"Female","40-49","separated","Manhattan",3,2,1
515,4,1,2,1,7,4,"Female","40-49","never married","Brooklyn",3,1,2
516,3,1,3,4,3,4,"Female","50-59","married","New Jersey",1,2,3
517,5,1,2,1,5,4,"Male","30-39","married","New Jersey",3,1,2
518,5,1,3,2,4,6,"Male","30-39","married","Manhattan",2,1,3
519,2,1,1,3,5,5,"Female","18-29","married","Manhattan",2,1,3
520,3,1,1,1,5,2,"Male","40-49","never married","Queens",3,1,2
521,4,1,2,2,1,6,"Male","30-39","married","Brooklyn",1,2,3
522,4,1,2,1,5,3,"Female","40-49","married","Brooklyn",3,1,2
523,5,2,2,1,5,4,"Male","18-29","married","Queens",3,1,2
524,6,1,2,1,5,2,"Female","18-29","married","Manhattan",3,1,2
525,5,2,2,1,2,7,"Female","30-39","married","Brooklyn",2,1,3
526,4,2,4,5,1,3,"Female","50-59","married","Queens",1,3,2
527,2,1,1,3,3,2,"Male","40-49","married","Brooklyn",3,2,1
528,2,1,1,3,6,6,"Female","40-49","never married","Queens",2,1,3
529,3,1,2,2,5,7,"Male","40-49","married","Queens",2,1,3
530,4,1,1,3,7,6,"Male","30-39","never married","New Jersey",3,1,2
531,2,1,2,6,5,5,"Female","18-29","never married","Manhattan",1,3,2
532,6,3,6,7,4,2,"Female","40-49","married","Manhattan",2,3,1
533,1,1,1,1,5,2,"Female","18-29","never married","Manhattan",3,1,2
534,6,1,3,2,4,7,"Female","30-39","separated","Manhattan",2,1,3
535,7,2,4,2,1,7,"Female","18-29","never married","New Jersey",1,2,3
536,2,1,2,2,4,5,"Female","30-39","married","Manhattan",2,1,3
537,4,1,2,2,6,4,"Male","30-39","married","New Jersey",3,1,2
538,6,1,2,3,4,7,"Female","30-39","never married","Brooklyn",2,1,3
539,5,2,3,2,5,1,"Male","50-59","never married","Manhattan",3,2,1
540,1,1,1,4,3,1,"Female","50-59","married","Manhattan",2,3,1
541,1,1,1,4,4,2,"Female","30-39","married","Queens",3,2,1
542,1,1,1,6,5,3,"Male","30-39","married","Manhattan",2,3,1
543,2,1,1,3,7,7,"Female","40-49","never married","New Jersey",2,1,3
544,5,1,1,3,6,6,"Female","30-39","married","Queens",2,1,3
545,1,1,1,2,2,2,"Female","30-39","married","Manhattan",2,1,3
546,1,1,1,1,4,6,"Male","30-39","married","Queens",2,1,3
547,1,1,1,1,5,7,"Female","30-39","never married","Brooklyn",2,1,3
548,7,3,4,2,3,2,"Female","40-49","never married","Brooklyn",3,1,2
549,5,3,5,7,3,1,"Female","50-59","never married","Manhattan",2,3,1
550,5,2,3,2,1,2,"Female","18-29","married","New Jersey",1,2,3
551,6,1,2,1,5,1,"Female","18-29","widowed","Brooklyn",3,1,2
552,7,1,1,3,1,4,"Female","30-39","never married","New Jersey",1,2,3
553,2,1,2,2,6,6,"Female","30-39","never married","New Jersey",2,1,3
554,5,2,4,5,1,7,"Female","30-39","widowed","Manhattan",1,2,3
555,3,2,3,4,5,5,"Female","18-29","never married","Manhattan",2,1,3
556,7,1,1,3,6,5,"Female","40-49","never married","New Jersey",3,1,2
557,3,2,2,2,5,5,"Male","18-29","married","Queens",2,1,3
558,6,4,4,2,6,3,"Male","40-49","never married","Manhattan",3,1,2
559,6,5,6,4,2,3,"Male","40-49","never married","Queens",1,3,2
560,1,1,1,5,3,1,"Female","40-49","married","Manhattan",2,3,1
561,6,2,2,1,7,7,"Female","50-59","never married","Queens",2,1,3
562,5,3,5,4,5,4,"Female","30-39","never married","Queens",3,1,2
563,1,1,1,7,7,4,"Male","50-59","never married","Brooklyn",3,2,1
564,4,2,4,5,1,3,"Male","40-49","married","New Jersey",1,3,2
565,1,1,1,4,7,2,"Male","50-59","separated","Manhattan",3,2,1
566,7,1,4,2,5,7,"Female","30-39","never married","Manhattan",2,1,3
567,3,1,1,1,4,4,"Female","50-59","never married","Manhattan",2,1,3
568,5,2,2,1,7,2,"Female","18-29","married","Manhattan",3,1,2
569,2,1,1,2,7,2,"Female","18-29","never married","Queens",3,1,2
570,6,3,5,5,2,2,"Female","30-39","married","Brooklyn",1,3,2
571,4,2,3,2,6,7,"Female","50-59","never married","Brooklyn",2,1,3
572,2,2,2,5,5,4,"Female","30-39","married","Manhattan",3,2,1
573,1,1,1,7,5,5,"Male","50-59","married","Manhattan",1,3,2
574,3,1,3,5,3,2,"Female","40-49","married","Queens",2,3,1
575,5,1,1,3,3,5,"Male","30-39","married","Manhattan",2,1,3
576,6,2,2,1,5,4,"Female","30-39","married","Manhattan",3,1,2
577,1,1,1,2,1,4,"Female","18-29","married","New Jersey",1,2,3
578,2,1,1,1,3,3,"Male","30-39","married","Brooklyn",2,1,3
579,7,1,2,1,5,1,"Male","30-39","never married","Brooklyn",3,1,2
580,7,3,3,1,5,4,"Female","50-59","married","Queens",3,1,2
581,6,2,3,2,5,1,"Female","40-49","divorced","Manhattan",3,2,1
582,6,1,1,3,5,6,"Female","50-59","married","Manhattan",2,1,3
583,6,5,6,4,3,7,"Female","30-39","never married","Brooklyn",1,2,3
584,3,1,2,2,3,2,"Female","60 or over","divorced","Manhattan",3,1,2
585,4,1,2,1,3,6,"Male","30-39","married","Manhattan",2,1,3
586,4,2,3,6,5,4,"Female","50-59","married","New Jersey",2,3,1
587,4,1,2,2,5,3,"Male","30-39","married","Brooklyn",3,1,2
588,7,2,4,2,2,4,"Female","40-49","married","New Jersey",2,1,3
589,4,1,3,6,2,1,"Female","30-39","married","New Jersey",2,3,1
590,2,1,1,2,5,7,"Male","40-49","never married","Manhattan",2,1,3
591,4,2,3,2,4,2,"Female","40-49","never married","Manhattan",3,1,2
592,3,3,3,7,6,1,"Male","40-49","married","Queens",2,3,1
593,4,1,3,2,5,6,"Male","18-29","never married","Queens",2,1,3
594,7,2,6,5,4,5,"Female","40-49","married","Queens",1,2,3
595,2,1,2,5,7,4,"Male","40-49","never married","Brooklyn",3,2,1
596,7,5,5,6,4,6,"Female","50-59","married","Manhattan",1,2,3
597,1,1,1,4,6,7,"Male","40-49","separated","Manhattan",2,1,3
598,4,1,4,4,3,2,"Male","18-29","never married","Manhattan",2,3,1
599,1,1,1,3,2,5,"Female","40-49","married","Manhattan",1,2,3
600,1,1,1,3,2,1,"Female","40-49","never married","Manhattan",2,3,1
601,2,1,1,1,6,7,"Male","30-39","never married","Manhattan",2,1,3
602,3,1,1,3,7,5,"Female","40-49","married","Queens",3,1,2
603,7,1,2,3,4,6,"Female","50-59","never married","New Jersey",2,1,3
604,4,2,2,2,5,7,"Female","18-29","married","New Jersey",2,1,3
605,6,1,1,3,5,3,"Female","50-59","never married","New Jersey",3,1,2
606,1,1,1,1,3,7,"Female","40-49","married","Manhattan",2,1,3
607,2,1,1,1,5,5,"Female","30-39","never married","Manhattan",2,1,3
608,4,1,3,6,6,1,"Male","50-59","never married","Manhattan",3,2,1
609,1,1,1,1,2,2,"Male","18-29","never married","Manhattan",2,1,3
610,3,2,2,2,4,2,"Male","30-39","never married","Brooklyn",3,1,2
611,1,1,1,3,2,2,"Male","40-49","never married","Brooklyn",1,3,2
612,4,1,3,6,4,5,"Male","18-29","never married","Queens",1,3,2
613,6,3,3,2,3,4,"Male","40-49","never married","Brooklyn",2,1,3
614,6,1,6,4,4,6,"Female","30-39","married","Manhattan",2,1,3
615,2,1,2,6,2,7,"Male","40-49","married","Manhattan",1,2,3
616,1,1,1,7,3,1,"Female","40-49","married","New Jersey",2,3,1
617,5,2,4,6,4,3,"Female","30-39","never married","Manhattan",2,3,1
618,3,1,1,3,5,3,"Male","30-39","married","Manhattan",3,1,2
619,6,2,4,2,1,3,"Female","40-49","divorced","Manhattan",1,2,3
620,7,5,6,7,1,6,"Male","40-49","never married","Brooklyn",1,3,2
621,2,1,2,7,3,4,"Female","18-29","never married","Queens",1,3,2
622,5,2,3,2,7,5,"Male","40-49","never married","Queens",3,1,2
623,7,2,2,1,5,5,"Male","50-59","married","Manhattan",2,1,3
624,7,5,5,6,7,6,"Male","30-39","never married","Manhattan",3,1,2
625,1,1,1,3,2,5,"Female","40-49","never married","New Jersey",1,2,3
626,2,1,1,1,3,4,"Female","18-29","married","Manhattan",2,1,3
627,3,1,1,3,4,4,"Female","30-39","never married","Manhattan",2,1,3
628,7,2,5,6,5,5,"Male","40-49","never married","Manhattan",1,3,2
629,4,3,3,5,6,7,"Male","30-39","married","Brooklyn",2,1,3
630,3,1,1,1,5,4,"Male","40-49","married","Brooklyn",3,1,2
631,2,1,1,3,3,4,"Male","40-49","never married","Manhattan",2,1,3
632,7,2,5,2,7,3,"Male","30-39","separated","Manhattan",3,1,2
633,7,3,4,2,3,2,"Female","30-39","married","Manhattan",3,1,2
634,6,1,3,2,3,1,"Male","30-39","never married","New Jersey",3,2,1
635,4,3,4,7,6,5,"Female","30-39","separated","Queens",2,3,1
636,2,1,2,4,3,4,"Female","50-59","never married","Manhattan",1,2,3
637,3,2,3,6,7,2,"Female","50-59","never married","Manhattan",3,2,1
638,4,1,2,2,5,4,"Male","40-49","widowed","Brooklyn",3,1,2
639,3,2,2,6,6,4,"Male","18-29","married","New Jersey",3,2,1
640,2,1,1,1,4,1,"Female","40-49","never married","Manhattan",3,1,2
641,6,2,4,2,2,6,"Female","30-39","never married","Manhattan",2,1,3
642,3,1,1,3,3,5,"Female","40-49","never married","Queens",2,1,3
643,3,1,2,2,1,4,"Male","40-49","married","Manhattan",1,2,3
644,2,2,2,6,6,2,"Female","30-39","never married","Manhattan",3,2,1
645,4,2,4,4,5,2,"Female","30-39","married","Queens",3,2,1
646,4,1,2,1,3,2,"Male","40-49","never married","Manhattan",3,1,2
647,5,2,3,2,2,6,"Female","18-29","never married","Manhattan",2,1,3
648,3,1,1,1,3,3,"Female","30-39","never married","Manhattan",2,1,3
649,5,1,4,5,5,4,"Female","40-49","separated","Queens",3,2,1
650,4,1,2,2,1,4,"Male","50-59","separated","Manhattan",1,2,3
651,1,1,1,2,5,4,"Female","18-29","never married","Queens",3,1,2
652,2,1,2,2,7,3,"Female","30-39","never married","Manhattan",3,1,2
653,4,2,2,2,4,7,"Female","18-29","married","Manhattan",2,1,3
654,4,2,3,2,7,1,"Male","40-49","married","Manhattan",3,2,1
655,7,4,6,5,3,4,"Female","50-59","never married","Queens",1,3,2
656,3,1,2,6,5,5,"Male","50-59","never married","New Jersey",1,3,2
657,7,1,2,1,4,6,"Female","18-29","separated","Brooklyn",2,1,3
658,4,4,4,5,3,2,"Female","30-39","married","Manhattan",2,3,1
659,6,2,2,1,5,5,"Male","18-29","never married","Queens",2,1,3
660,3,2,3,7,7,4,"Female","40-49","married","Manhattan",3,2,1
661,7,2,3,1,3,6,"Male","30-39","married","Manhattan",2,1,3
662,3,1,1,3,3,7,"Male","18-29","married","New Jersey",2,1,3
663,7,1,2,1,5,1,"Female","30-39","never married","Manhattan",3,1,2
664,6,2,5,5,5,6,"Male","40-49","never married","Manhattan",2,1,3
665,5,2,3,2,3,4,"Male","50-59","married","Manhattan",2,1,3
666,2,2,2,4,2,5,"Female","40-49","never married","Manhattan",1,2,3
667,7,1,2,3,5,4,"Male","40-49","never married","Queens",3,1,2
668,5,2,2,1,1,4,"Female","18-29","divorced","Brooklyn",2,1,3
669,3,2,3,5,1,5,"Female","40-49","never married","Queens",1,2,3
670,6,4,4,6,2,1,"Female","30-39","married","Queens",2,3,1
671,5,4,5,7,7,5,"Female","30-39","married","New Jersey",3,2,1
672,4,2,4,4,1,4,"Female","40-49","never married","New Jersey",1,2,3
673,5,3,4,5,5,1,"Female","50-59","separated","Brooklyn",3,2,1
674,1,1,1,1,7,6,"Female","40-49","never married","Brooklyn",3,1,2
675,4,1,2,2,7,4,"Female","30-39","married","Queens",3,1,2
676,3,1,1,3,2,7,"Male","30-39","married","New Jersey",1,2,3
677,1,1,1,1,1,4,"Female","30-39","never married","Manhattan",2,1,3
678,1,1,1,3,4,5,"Female","40-49","never married","Queens",2,1,3
679,2,2,2,4,5,2,"Male","50-59","never married","Queens",3,2,1
680,6,5,6,4,6,5,"Male","30-39","never married","Manhattan",3,1,2
681,6,1,3,2,5,7,"Female","40-49","married","Brooklyn",2,1,3
682,1,1,1,5,5,2,"Female","50-59","married","Manhattan",3,2,1
683,7,3,5,6,4,2,"Female","40-49","never married","Manhattan",2,3,1
684,3,1,2,1,3,1,"Male","30-39","married","Brooklyn",3,1,2
685,4,1,4,7,4,5,"Female","30-39","never married","Manhattan",1,3,2
686,2,1,2,7,7,5,"Female","50-59","never married","Brooklyn",3,2,1
687,4,1,1,3,4,4,"Female","40-49","married","Manhattan",2,1,3
688,4,3,4,4,5,2,"Male","18-29","never married","New Jersey",3,2,1
689,2,2,2,4,1,5,"Female","30-39","married","Manhattan",1,2,3
690,6,1,3,1,3,7,"Male","30-39","never married","Queens",2,1,3
691,2,1,1,3,3,2,"Male","40-49","never married","New Jersey",3,2,1
692,4,2,3,5,3,4,"Female","30-39","married","Queens",1,3,2
693,5,1,1,3,6,5,"Female","30-39","never married","Manhattan",3,1,2
694,2,2,2,7,6,3,"Female","30-39","divorced","Queens",2,3,1
695,7,3,4,2,7,6,"Male","30-39","never married","Manhattan",3,1,2
696,3,3,3,7,4,5,"Male","40-49","never married","Queens",1,3,2
697,7,5,5,5,6,4,"Male","18-29","never married","Queens",3,2,1
698,1,1,1,5,5,6,"Male","40-49","married","Manhattan",2,1,3
699,3,1,1,3,5,1,"Male","30-39","never married","Manhattan",3,2,1
700,2,1,1,2,7,5,"Female","40-49","married","Manhattan",3,1,2
701,1,1,1,3,4,5,"Male","40-49","married","Brooklyn",2,1,3
702,5,4,5,4,3,1,"Female","40-49","never married","Manhattan",2,3,1
703,6,2,5,5,1,3,"Female","30-39","never married","Manhattan",1,3,2
704,4,2,2,1,4,7,"Female","18-29","divorced","New Jersey",2,1,3
705,7,3,6,5,4,4,"Female","18-29","separated","Manhattan",1,3,2
706,4,1,2,1,3,2,"Female","50-59","married","Manhattan",3,1,2
707,7,2,7,7,6,3,"Female","18-29","never married","Manhattan",2,3,1
708,5,2,5,7,1,1,"Male","30-39","never married","Manhattan",1,3,2
709,4,2,3,2,4,6,"Female","50-59","divorced","Brooklyn",2,1,3
710,7,5,7,4,4,3,"Female","30-39","never married","Manhattan",3,2,1
711,3,2,3,7,5,5,"Male","30-39","married","Manhattan",1,3,2
712,2,1,1,2,2,5,"Female","30-39","never married","Manhattan",2,1,3
713,7,1,1,3,3,3,"Female","40-49","never married","Queens",2,1,3
714,7,2,4,2,4,3,"Male","18-29","never married","Queens",3,1,2
715,1,1,1,4,1,1,"Male","40-49","never married","Brooklyn",1,3,2
716,7,1,3,2,6,6,"Female","18-29","never married","Brooklyn",2,1,3
717,1,1,1,6,5,5,"Female","30-39","never married","Brooklyn",1,3,2
718,6,1,1,3,3,6,"Male","18-29","married","Queens",2,1,3
719,1,1,1,2,5,1,"Male","40-49","never married","Queens",3,2,1
720,2,1,1,1,4,5,"Male","40-49","separated","Queens",2,1,3
721,4,2,2,2,5,1,"Female","18-29","never married","Brooklyn",3,2,1
722,2,1,2,4,2,4,"Female","40-49","never married","Manhattan",1,2,3
723,3,1,2,6,4,2,"Male","40-49","never married","Manhattan",2,3,1
724,5,3,4,6,3,7,"Female","30-39","never married","Manhattan",1,2,3
725,5,1,1,3,2,2,"Male","40-49","married","Queens",1,3,2
726,7,2,3,1,4,3,"Female","40-49","never married","Queens",3,1,2
727,3,2,2,1,6,4,"Female","40-49","married","New Jersey",3,1,2
728,1,1,1,1,3,2,"Female","18-29","married","Manhattan",3,1,2
729,3,1,2,2,2,2,"Female","50-59","married","Manhattan",2,1,3
730,1,1,1,6,3,1,"Female","50-59","never married","New Jersey",2,3,1
731,5,3,4,5,3,2,"Male","40-49","never married","Queens",2,3,1
732,3,1,1,3,2,2,"Female","30-39","never married","Queens",1,3,2
733,7,4,5,6,1,4,"Female","30-39","never married","Brooklyn",1,3,2
734,7,4,5,6,6,5,"Male","40-49","married","Manhattan",3,2,1
735,1,1,1,2,6,6,"Female","18-29","married","Manhattan",2,1,3
736,6,1,1,3,6,6,"Female","50-59","never married","Brooklyn",2,1,3
737,2,1,1,2,3,7,"Female","50-59","married","Manhattan",2,1,3
738,6,2,5,7,1,2,"Male","30-39","never married","Manhattan",1,3,2
739,5,2,5,7,2,4,"Female","30-39","married","Queens",1,3,2
740,3,1,2,2,5,7,"Female","18-29","never married","Brooklyn",2,1,3
741,1,1,1,4,5,5,"Female","30-39","never married","New Jersey",2,1,3
742,1,1,1,2,4,3,"Female","18-29","never married","Queens",3,1,2
743,4,2,4,5,6,5,"Female","50-59","never married","Manhattan",3,1,2
744,2,2,2,5,4,4,"Female","40-49","never married","Manhattan",1,3,2
745,3,2,3,7,5,7,"Male","30-39","never married","Manhattan",1,2,3
746,2,1,2,6,5,7,"Male","40-49","married","Manhattan",1,2,3
747,6,2,5,5,5,7,"Male","40-49","married","Queens",2,1,3
748,7,5,5,6,2,7,"Female","30-39","never married","New Jersey",1,2,3
749,5,2,5,7,3,2,"Female","50-59","divorced","Manhattan",2,3,1
750,5,2,3,2,4,2,"Male","30-39","never married","Manhattan",3,1,2
751,3,1,2,2,4,2,"Male","50-59","married","Manhattan",3,1,2
752,6,2,5,5,3,4,"Male","18-29","married","Manhattan",1,3,2
753,2,2,2,5,1,6,"Female","40-49","never married","Brooklyn",1,2,3
754,2,1,2,2,5,5,"Male","40-49","never married","Brooklyn",2,1,3
755,7,5,7,4,6,3,"Female","18-29","married","Queens",3,2,1
756,5,2,3,2,5,4,"Female","40-49","married","Queens",3,1,2
757,2,2,2,4,1,6,"Male","30-39","married","Queens",1,2,3
758,7,1,1,3,6,2,"Female","18-29","married","Manhattan",3,2,1
759,7,1,1,3,4,6,"Female","40-49","married","Manhattan",2,1,3
760,4,1,2,1,7,5,"Female","40-49","married","Manhattan",3,1,2
761,7,5,7,7,4,7,"Female","18-29","never married","Manhattan",1,2,3
762,3,3,3,4,4,6,"Female","18-29","married","Brooklyn",2,1,3
