"id","company_location","country_of_bean_origin","cocoa_percent","rating","sweet","nutty","cocoa","roasty","earthy","creamy","sandy","fatty","floral","intense","spicy","sour","vanilla","fruit","molasses","woody","sticky","coffee","rich","dried.fruit","ingredient_Beans","ingredient_Sugar","ingredient_Sweetener","ingredient_Cocoa_Butter","ingredient_vanilla","ingredient_lecithin","ingredient_salt","number_of_ingredients"
617,"Other","Peru",72,3,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
618,"Other","Peru",62,3.25,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
619,"Other","Venezuela",70,3.5,"No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
620,"Other","Venezuela",70,3.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
621,"Other","Ecuador",72,2.5,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
622,"Other","Venezuela",70,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
623,"Other","Other",72,3,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
624,"Other","Other",72,3.25,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",3
625,"Other","Other",72,3.25,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
626,"Other","Venezuela",72,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No",3
627,"Other","Ecuador",100,1.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",NA
628,"Other","Other",85,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
629,"Other","Madagascar",70,3.5,"Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
630,"Other","Blend",72,3.75,"No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
631,"Other","Ecuador",65,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
632,"Other","Other",75,3.75,"No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No",3
633,"Belgium","Blend",70,1,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",NA
634,"Australia","Tanzania",75,3.25,"No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
635,"Australia","Brazil",65,3.25,"Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
636,"Australia","Other",67,3.25,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
637,"Australia","Other",64,3.25,"Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
638,"Australia","Other",75,3.5,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
639,"Australia","Other",70,2.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
640,"Australia","Other",83,2.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
641,"U.S.A.","Ecuador",85,3.25,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
642,"U.S.A.","Ecuador",73,3.75,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
643,"U.S.A.","Dominican Republic",70,3.25,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
644,"U.S.A.","Colombia",70,3.25,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
645,"U.S.A.","Ecuador",70,3.25,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
646,"U.S.A.","Other",70,3.5,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
647,"U.S.A.","Other",70,3.75,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No",2
648,"U.S.A.","Guatemala",70,3.25,"Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
649,"U.S.A.","Other",70,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No",3
650,"U.S.A.","Belize",75,3.5,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
651,"U.S.A.","Mexico",70,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
652,"Other","Mexico",73,3.75,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
653,"Australia","Other",70,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",5
654,"Australia","Other",70,2.75,"No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
655,"U.S.A.","Dominican Republic",72,2.75,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
656,"U.K.","Other",70,2.25,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
657,"U.K.","Nicaragua",70,2.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
658,"U.K.","Other",70,3,"No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
659,"U.K.","Ecuador",70,3.5,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
660,"U.K.","Blend",65,2.5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
661,"U.S.A.","Other",68,2.5,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
662,"U.S.A.","Other",72,3,"No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
663,"U.S.A.","Peru",72,3.5,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
664,"U.S.A.","Other",70,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No",2
665,"U.S.A.","Colombia",70,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
666,"U.S.A.","Dominican Republic",70,3.75,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
667,"U.S.A.","Venezuela",70,2.75,"No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
668,"U.S.A.","Venezuela",70,3.25,"No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No",2
669,"U.S.A.","Venezuela",70,3.5,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No",2
670,"U.S.A.","Other",70,3.5,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
671,"U.S.A.","Other",70,2.75,"No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
672,"U.S.A.","Belize",70,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
673,"U.S.A.","Ecuador",70,3.5,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
674,"U.S.A.","Dominican Republic",70,3.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No",2
675,"U.S.A.","Belize",70,3,"No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No",2
676,"U.S.A.","Dominican Republic",70,3.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No",2
677,"U.S.A.","Other",70,3,"No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
678,"U.S.A.","Other",70,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
679,"U.S.A.","Other",70,3.25,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
680,"U.S.A.","Other",70,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
681,"U.S.A.","Vietnam",70,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No",2
682,"U.S.A.","Guatemala",70,2.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
683,"U.S.A.","Other",70,2.75,"No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
684,"U.S.A.","Peru",70,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
685,"U.S.A.","Other",70,3.25,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
686,"U.S.A.","Tanzania",70,3.5,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
687,"U.S.A.","Dominican Republic",70,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
688,"U.S.A.","Brazil",70,4,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
689,"U.S.A.","Dominican Republic",70,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
690,"U.S.A.","Madagascar",70,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
691,"U.S.A.","Tanzania",70,3.25,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
692,"U.S.A.","Dominican Republic",70,3,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
693,"Other","Guatemala",75,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
694,"Other","Guatemala",60,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
695,"Other","Guatemala",60,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",4
696,"Other","Venezuela",75,3,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
697,"Other","Guatemala",70,3.25,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
698,"Other","Guatemala",70,3.75,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
699,"Other","Madagascar",70,3.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
700,"Other","Guatemala",70,4,"Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
701,"Other","Guatemala",82,3.25,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
702,"U.S.A.","Venezuela",72,2.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
703,"U.S.A.","Vietnam",72,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
704,"U.S.A.","Blend",70,3.25,"No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
705,"Belgium","Peru",72,3,"No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
706,"Belgium","Vietnam",70,3.25,"No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
707,"U.S.A.","Madagascar",70,3,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
708,"U.S.A.","Tanzania",70,3,"Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
709,"U.S.A.","Venezuela",70,3.25,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
710,"U.S.A.","Ecuador",70,3.25,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
711,"U.S.A.","Bolivia",75,3.25,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
712,"U.S.A.","Blend",58,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
713,"U.S.A.","Other",70,2.5,"No","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
714,"U.S.A.","Dominican Republic",70,2.75,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
715,"U.S.A.","Venezuela",70,2.75,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
716,"Other","Brazil",72,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
717,"Other","Brazil",65,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
718,"Other","Other",70,2.5,"No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
719,"Other","Madagascar",70,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
720,"U.S.A.","Madagascar",66,2.5,"No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No",4
721,"U.S.A.","Other",64,3,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
722,"U.S.A.","Ecuador",71,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
723,"U.S.A.","Other",60,3,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
724,"U.S.A.","Other",64,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
725,"U.S.A.","Peru",64,3,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
726,"France","Venezuela",66,3.75,"No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No",4
727,"France","Other",64,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",4
728,"Other","Dominican Republic",70,2.5,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
729,"Other","Dominican Republic",70,2.5,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
730,"Other","Dominican Republic",80,3,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
731,"Canada","Tanzania",72,2.5,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
732,"Canada","Guatemala",72,3,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No",2
733,"U.S.A.","Other",77,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No",2
734,"U.S.A.","Dominican Republic",77,3.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No",2
735,"U.S.A.","Bolivia",80,2.75,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
736,"U.S.A.","Madagascar",80,2.75,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
737,"U.S.A.","Venezuela",75,2.75,"No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No",2
738,"U.S.A.","Dominican Republic",74,3,"No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
739,"U.S.A.","Ecuador",70,3.25,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
740,"U.S.A.","Bolivia",75,2.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
741,"U.S.A.","Ecuador",70,3.25,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
742,"U.S.A.","Ecuador",76,3.5,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
743,"U.S.A.","Dominican Republic",74,3.5,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
744,"U.S.A.","Bolivia",70,3.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No",2
745,"U.S.A.","Vietnam",78,3.5,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
746,"U.S.A.","Guatemala",70,3.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
747,"U.S.A.","Brazil",75,3.75,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No",2
748,"U.S.A.","Other",72,4,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
749,"U.S.A.","Other",80,3.75,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
750,"U.S.A.","Madagascar",72,3.75,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No",2
751,"U.S.A.","Belize",72,4,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No",2
752,"U.S.A.","Blend",73,3.5,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
753,"U.S.A.","Other",75,3.75,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
754,"U.S.A.","Mexico",72,4,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No",2
755,"Other","Other",75,2.5,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
756,"Other","Other",70,2.75,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
757,"Other","Other",65,3,"Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
758,"Other","Other",75,3,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No",4
759,"U.K.","Other",72,3.25,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
760,"U.K.","Venezuela",72,3.25,"No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
761,"U.K.","Nicaragua",72,3.5,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
762,"U.K.","Venezuela",85,3,"No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",3
763,"U.S.A.","Other",70,3.75,"No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No",NA
764,"Belgium","Blend",70,1.5,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No",3
765,"Belgium","Blend",88,3,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","Yes","No",3
766,"Italy","Venezuela",70,3,"No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
767,"Italy","Peru",70,3.25,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
768,"Italy","Venezuela",70,3.5,"No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
769,"Italy","Venezuela",75,3.25,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No",2
770,"Italy","Venezuela",60,3.25,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
771,"Italy","Madagascar",70,3.5,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
772,"Italy","Madagascar",70,3.5,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
773,"Italy","Other",70,3.75,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
774,"Italy","Venezuela",70,4,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No",2
775,"Italy","Ecuador",70,4,"No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
776,"Italy","Venezuela",70,4,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No",2
