"trip_id","trip_duration","trip_distance","passenger_count","fare_amount","tolls_amount","tip","tip_amount","period_of_day","pickup_date","period_of_month","pickup_day","pickup_hour","pickup_min","pickup_sec","pickup_time","dropoff_time"
745679,14.4,2.09,1,11,0,"Tip",2.86,"afternoon",9,"beginning","Sat",12,38,7,2022-04-09 12:38:07,2022-04-09 12:52:34
938681,19,4.45,1,17,0,"No Tip",0,"evening",11,"middle","Mon",20,40,24,2022-04-11 20:40:24,2022-04-11 20:59:27
2305038,20,2.97,1,14.5,0,"Tip",4.45,"morning",28,"end","Thu",10,51,27,2022-04-28 10:51:27,2022-04-28 11:11:25
1743323,5.7,0.93,1,5.5,0,"Tip",2,"afternoon",21,"end","Thu",15,59,9,2022-04-21 15:59:09,2022-04-21 16:04:51
1079194,13.8,2.5,2,11.5,0,"Tip",3.15,"afternoon",13,"middle","Wed",14,37,55,2022-04-13 14:37:55,2022-04-13 14:51:45
1716420,13.8,1.6,2,10,0,"Tip",1,"morning",21,"end","Thu",11,9,5,2022-04-21 11:09:05,2022-04-21 11:22:54
182758,18.9,2.68,1,13.5,0,"Tip",2.6,"evening",2,"beginning","Sat",19,6,56,2022-04-02 19:06:56,2022-04-02 19:25:49
2488822,11.8,1.96,1,10,0,"Tip",3.33,"morning",30,"end","Sat",10,54,18,2022-04-30 10:54:18,2022-04-30 11:06:03
2065124,20.2,8.49,1,26,0,"Tip",5.56,"afternoon",25,"end","Mon",14,56,52,2022-04-25 14:56:52,2022-04-25 15:17:02
1360762,14.9,2.1,1,10,0,"Tip",1,"evening",16,"middle","Sat",18,17,30,2022-04-16 18:17:30,2022-04-16 18:32:24
152085,22,7.24,1,23.5,0,"Tip",5.36,"afternoon",2,"beginning","Sat",14,43,7,2022-04-02 14:43:07,2022-04-02 15:05:04
61402,11.8,1.5,1,9,0,"Tip",1,"afternoon",1,"beginning","Fri",14,12,27,2022-04-01 14:12:27,2022-04-01 14:24:16
1927927,6,0.4,1,5.5,0,"Tip",1.85,"evening",23,"end","Sat",16,38,49,2022-04-23 16:38:49,2022-04-23 16:44:47
991805,18.1,2.63,1,13,0,"Tip",4.32,"afternoon",12,"middle","Tue",13,0,0,2022-04-12 13:00:00,2022-04-12 13:18:06
766762,31.4,4.82,1,22.5,0,"Tip",7.89,"evening",9,"beginning","Sat",16,14,39,2022-04-09 16:14:39,2022-04-09 16:46:02
1259520,19,3.7,1,15.5,0,"Tip",3.95,"afternoon",15,"middle","Fri",14,56,29,2022-04-15 14:56:29,2022-04-15 15:15:27
335991,48.9,18.77,1,54,0,"Tip",10.96,"night",5,"beginning","Tue",2,7,59,2022-04-05 02:07:59,2022-04-05 02:56:51
1441940,16.4,1.7,2,11,0,"Tip",2.85,"night",18,"middle","Mon",5,53,28,2022-04-18 05:53:28,2022-04-18 06:09:54
1984764,29.4,9,1,29.5,9.05,"Tip",8.37,"morning",24,"end","Sun",11,44,30,2022-04-24 11:44:30,2022-04-24 12:13:55
1666656,11.5,1.4,1,8.5,0,"Tip",2.45,"evening",20,"end","Wed",18,1,54,2022-04-20 18:01:54,2022-04-20 18:13:24
1104064,17.2,2.56,6,13,0,"Tip",3.02,"evening",13,"middle","Wed",17,56,37,2022-04-13 17:56:37,2022-04-13 18:13:50
2432733,15.7,2.65,2,12.5,0,"Tip",3,"evening",29,"end","Fri",16,23,19,2022-04-29 16:23:19,2022-04-29 16:39:03
2504322,15.4,1.14,3,10.5,0,"Tip",2.76,"afternoon",30,"end","Sat",12,33,5,2022-04-30 12:33:05,2022-04-30 12:48:29
902858,29.7,7.96,1,28,0,"Tip",9.39,"morning",11,"middle","Mon",11,21,7,2022-04-11 11:21:07,2022-04-11 11:50:50
1414548,9.8,2.1,3,9,0,"Tip",2.2,"afternoon",17,"middle","Sun",14,49,6,2022-04-17 14:49:06,2022-04-17 14:58:52
2325150,12.1,2.1,2,10.5,0,"Tip",2.96,"afternoon",28,"end","Thu",13,50,30,2022-04-28 13:50:30,2022-04-28 14:02:33
169713,15,1.99,2,11,0,"Tip",2.96,"evening",2,"beginning","Sat",17,49,35,2022-04-02 17:49:35,2022-04-02 18:04:35
541517,12.9,2.2,1,9.5,0,"Tip",2.55,"morning",7,"beginning","Thu",8,21,12,2022-04-07 08:21:12,2022-04-07 08:34:06
1855667,2.3,0.67,3,4,0,"Tip",1.56,"evening",22,"end","Fri",20,15,10,2022-04-22 20:15:10,2022-04-22 20:17:26
691269,2.1,0.59,2,4,0,"Tip",1.56,"evening",8,"beginning","Fri",19,53,42,2022-04-08 19:53:42,2022-04-08 19:55:46
386405,11.4,1.39,1,9,0,"Tip",2,"afternoon",5,"beginning","Tue",13,40,38,2022-04-05 13:40:38,2022-04-05 13:52:01
818827,10,2.07,1,9.5,0,"Tip",3.2,"morning",10,"middle","Sun",8,25,18,2022-04-10 08:25:18,2022-04-10 08:35:18
239365,13.1,4.91,1,15.5,0,"Tip",3.76,"afternoon",3,"beginning","Sun",14,54,55,2022-04-03 14:54:55,2022-04-03 15:08:02
256283,2.5,0.3,1,3.5,0,"Tip",2,"evening",3,"beginning","Sun",20,50,6,2022-04-03 20:50:06,2022-04-03 20:52:39
1424454,29.7,10.23,1,31.5,6.55,"Tip",8.62,"evening",17,"middle","Sun",17,45,47,2022-04-17 17:45:47,2022-04-17 18:15:30
293125,13.7,2.05,2,10.5,0,"Tip",2.76,"morning",4,"beginning","Mon",11,51,26,2022-04-04 11:51:26,2022-04-04 12:05:05
756596,2.6,0.2,1,3.5,0,"Tip",1.35,"afternoon",9,"beginning","Sat",14,59,53,2022-04-09 14:59:53,2022-04-09 15:02:32
415656,4.2,0.6,1,5,0,"Tip",2.2,"evening",5,"beginning","Tue",18,47,9,2022-04-05 18:47:09,2022-04-05 18:51:21
1716889,15.9,2.4,1,12,0,"Tip",3.05,"morning",21,"end","Thu",11,17,41,2022-04-21 11:17:41,2022-04-21 11:33:38
2315859,12.1,0.69,1,8.5,0,"Tip",1.92,"afternoon",28,"end","Thu",12,36,35,2022-04-28 12:36:35,2022-04-28 12:48:38
554767,4.1,0.59,1,4.5,0,"Tip",1.56,"morning",7,"beginning","Thu",11,49,9,2022-04-07 11:49:09,2022-04-07 11:53:15
740517,17.4,3.1,0,14.5,0,"Tip",3.55,"morning",9,"beginning","Sat",11,7,35,2022-04-09 11:07:35,2022-04-09 11:25:01
2048642,27.8,10.38,1,31.5,6.55,"Tip",8.27,"morning",25,"end","Mon",10,1,17,2022-04-25 10:01:17,2022-04-25 10:29:03
256918,14.8,2.89,2,12,0,"Tip",2,"evening",3,"beginning","Sun",20,47,4,2022-04-03 20:47:04,2022-04-03 21:01:53
2379947,2.9,0.3,1,4,0,"Tip",2.15,"morning",29,"end","Fri",6,53,54,2022-04-29 06:53:54,2022-04-29 06:56:46
681885,10.7,1.43,2,8.5,0,"Tip",1,"evening",8,"beginning","Fri",17,56,16,2022-04-08 17:56:16,2022-04-08 18:06:59
392,21.3,9.35,1,29,6.55,"Tip",7.87,"night",1,"beginning","Fri",1,14,28,2022-04-01 01:14:28,2022-04-01 01:35:47
736992,32.1,4.82,1,22.5,0,"Tip",5.16,"morning",9,"beginning","Sat",10,51,30,2022-04-09 10:51:30,2022-04-09 11:23:38
2270609,5.9,1.89,1,7,0,"Tip",3.24,"evening",27,"end","Wed",21,21,9,2022-04-27 21:21:09,2022-04-27 21:27:02
649088,17.7,3.65,1,14.5,0,"Tip",3.76,"afternoon",8,"beginning","Fri",12,16,18,2022-04-08 12:16:18,2022-04-08 12:34:01
2118408,10.1,0.6,1,7.5,0,"Tip",2.7,"morning",26,"end","Tue",8,20,22,2022-04-26 08:20:22,2022-04-26 08:30:27
1787956,17.6,5.07,1,18,0,"Tip",4.26,"morning",22,"end","Fri",7,20,10,2022-04-22 07:20:10,2022-04-22 07:37:47
937984,8.9,2.63,6,9.5,0,"Tip",2.66,"evening",11,"middle","Mon",19,50,23,2022-04-11 19:50:23,2022-04-11 19:59:17
1519694,20.4,1.99,2,13.5,0,"Tip",3.36,"morning",19,"middle","Tue",7,35,32,2022-04-19 07:35:32,2022-04-19 07:55:54
656913,29.2,5.58,1,22,0,"Tip",5.26,"afternoon",8,"beginning","Fri",13,17,55,2022-04-08 13:17:55,2022-04-08 13:47:07
368826,8,0.9,1,6.5,0,"Tip",1.5,"morning",5,"beginning","Tue",10,52,28,2022-04-05 10:52:28,2022-04-05 11:00:25
1847914,9.1,1.62,2,8,0,"Tip",2.36,"evening",22,"end","Fri",18,46,10,2022-04-22 18:46:10,2022-04-22 18:55:16
1027337,9,1.27,1,7,0,"Tip",1,"night",13,"middle","Wed",3,46,36,2022-04-13 03:46:36,2022-04-13 03:55:35
2029571,13.8,2.48,1,11.5,0,"Tip",3.7,"morning",25,"end","Mon",6,25,16,2022-04-25 06:25:16,2022-04-25 06:39:01
489762,13.7,3.47,2,13,0,"Tip",3,"afternoon",6,"beginning","Wed",15,16,45,2022-04-06 15:16:45,2022-04-06 15:30:29
1937746,12.3,4.66,1,15.5,0,"Tip",3.86,"evening",23,"end","Sat",18,29,58,2022-04-23 18:29:58,2022-04-23 18:42:19
2236804,10,1.41,1,8,0,"Tip",2.46,"afternoon",27,"end","Wed",14,45,7,2022-04-27 14:45:07,2022-04-27 14:55:08
2435860,23.4,3.2,1,16,0,"Tip",3.96,"evening",29,"end","Fri",16,43,48,2022-04-29 16:43:48,2022-04-29 17:07:10
917894,9.4,1.27,1,8,0,"Tip",2.46,"afternoon",11,"middle","Mon",14,27,57,2022-04-11 14:27:57,2022-04-11 14:37:21
1557171,3.1,1.02,5,5,0,"Tip",1.8,"afternoon",19,"middle","Tue",14,54,4,2022-04-19 14:54:04,2022-04-19 14:57:11
2452728,21,2.44,1,14.5,0,"Tip",3.66,"evening",29,"end","Fri",20,17,58,2022-04-29 20:17:58,2022-04-29 20:38:56
2484025,21.9,8.16,1,25,6.55,"Tip",7.22,"morning",30,"end","Sat",9,58,30,2022-04-30 09:58:30,2022-04-30 10:20:21
1739430,7.6,1.74,1,8,0,"Tip",2,"afternoon",21,"end","Thu",15,22,5,2022-04-21 15:22:05,2022-04-21 15:29:39
442872,12.6,1.37,1,9.5,0,"Tip",1.5,"morning",6,"beginning","Wed",7,38,4,2022-04-06 07:38:04,2022-04-06 07:50:37
1027795,30.4,7.43,1,27,0,"Tip",6.06,"night",13,"middle","Wed",3,56,51,2022-04-13 03:56:51,2022-04-13 04:27:18
2525040,15.7,3.24,1,13,0,"Tip",3.36,"evening",30,"end","Sat",16,21,23,2022-04-30 16:21:23,2022-04-30 16:37:07
1477157,7.2,1.11,1,7,0,"Tip",2.26,"afternoon",18,"middle","Mon",13,49,10,2022-04-18 13:49:10,2022-04-18 13:56:21
1462569,18.4,3.3,1,14.5,0,"Tip",1,"morning",18,"middle","Mon",10,46,53,2022-04-18 10:46:53,2022-04-18 11:05:15
1800902,12.8,1.04,1,9,0,"Tip",3.69,"morning",22,"end","Fri",10,25,51,2022-04-22 10:25:51,2022-04-22 10:38:41
1566590,7.7,1.7,1,8,0,"Tip",2.45,"afternoon",19,"middle","Tue",15,19,49,2022-04-19 15:19:49,2022-04-19 15:27:29
1510472,16.2,2.32,1,12,0,"Tip",2.75,"night",19,"middle","Tue",4,28,50,2022-04-19 04:28:50,2022-04-19 04:45:04
1343803,1.6,0.56,1,3.5,0,"Tip",3,"afternoon",16,"middle","Sat",15,7,50,2022-04-16 15:07:50,2022-04-16 15:09:27
359576,19.8,2.17,1,13.5,0,"Tip",3.02,"morning",5,"beginning","Tue",8,48,10,2022-04-05 08:48:10,2022-04-05 09:07:55
1450127,18.5,2.1,2,13,0,"Tip",4,"morning",18,"middle","Mon",8,57,33,2022-04-18 08:57:33,2022-04-18 09:16:02
1462882,29.1,4.7,2,21,0,"Tip",3.33,"morning",18,"middle","Mon",11,59,21,2022-04-18 11:59:21,2022-04-18 12:28:30
2462441,10.2,2.79,1,10.5,0,"Tip",3.58,"night",29,"end","Fri",23,8,28,2022-04-29 23:08:28,2022-04-29 23:18:37
788346,20.1,7.57,1,23.5,6.55,"Tip",6.52,"evening",9,"beginning","Sat",20,34,53,2022-04-09 20:34:53,2022-04-09 20:55:01
1801888,6.4,0.8,2,6,0,"Tip",1.86,"morning",22,"end","Fri",10,33,55,2022-04-22 10:33:55,2022-04-22 10:40:21
695801,19.4,3.1,1,14,0,"Tip",4.45,"evening",8,"beginning","Fri",20,20,10,2022-04-08 20:20:10,2022-04-08 20:39:32
2318070,14.5,3.6,1,14,0,"Tip",4.55,"afternoon",28,"end","Thu",12,34,28,2022-04-28 12:34:28,2022-04-28 12:48:59
2217437,8.2,1.28,1,7,0,"Tip",2.06,"morning",27,"end","Wed",11,42,10,2022-04-27 11:42:10,2022-04-27 11:50:21
2178290,7.5,2.25,1,9,0,"Tip",5,"night",26,"end","Tue",22,17,8,2022-04-26 22:17:08,2022-04-26 22:24:37
828994,12.8,1.15,1,9,0,"Tip",2.46,"morning",10,"middle","Sun",10,24,9,2022-04-10 10:24:09,2022-04-10 10:36:58
2150950,3.1,0.55,2,4.5,0,"Tip",1.32,"afternoon",26,"end","Tue",14,57,22,2022-04-26 14:57:22,2022-04-26 15:00:30
1611330,14.2,2.39,1,11,0,"Tip",3.58,"morning",20,"end","Wed",8,35,8,2022-04-20 08:35:08,2022-04-20 08:49:20
1750282,9.3,1.29,1,8,0,"Tip",2.36,"evening",21,"end","Thu",17,54,3,2022-04-21 17:54:03,2022-04-21 18:03:23
1049182,16,2.19,3,11.5,0,"Tip",2.96,"morning",13,"middle","Wed",8,29,11,2022-04-13 08:29:11,2022-04-13 08:45:12
2032578,23.2,6.47,1,22.5,0,"Tip",5.16,"morning",25,"end","Mon",6,26,46,2022-04-25 06:26:46,2022-04-25 06:49:56
881839,14,1.5,1,10.5,0,"Tip",2.75,"morning",11,"middle","Mon",7,55,47,2022-04-11 07:55:47,2022-04-11 08:09:48
2327317,10.5,0.8,1,8,0,"Tip",2,"afternoon",28,"end","Thu",13,29,32,2022-04-28 13:29:32,2022-04-28 13:40:00
2085217,12.8,2.39,4,10.5,0,"Tip",2,"evening",25,"end","Mon",18,8,36,2022-04-25 18:08:36,2022-04-25 18:21:24
174011,7.6,1.83,1,8,0,"Tip",2.36,"evening",2,"beginning","Sat",18,0,32,2022-04-02 18:00:32,2022-04-02 18:08:07
1821694,14.9,1,1,10.5,0,"Tip",2.95,"afternoon",22,"end","Fri",14,28,31,2022-04-22 14:28:31,2022-04-22 14:43:25
2103567,3.5,0.75,1,5,0,"No Tip",0,"night",26,"end","Tue",5,39,13,2022-04-26 05:39:13,2022-04-26 05:42:40
338381,28,6.81,1,24,0,"No Tip",0,"night",5,"beginning","Tue",3,59,45,2022-04-05 03:59:45,2022-04-05 04:27:45
2046177,4.3,0.6,0,5,0,"Tip",1.65,"morning",25,"end","Mon",10,18,39,2022-04-25 10:18:39,2022-04-25 10:22:57
337915,3.8,0.94,1,5,0,"Tip",0.83,"night",5,"beginning","Tue",3,8,20,2022-04-05 03:08:20,2022-04-05 03:12:05
949051,4.4,0.9,1,5,0,"Tip",4,"night",12,"middle","Tue",4,32,25,2022-04-12 04:32:25,2022-04-12 04:36:51
2250822,6.5,0.79,1,6,0,"Tip",1.96,"evening",27,"end","Wed",16,4,54,2022-04-27 16:04:54,2022-04-27 16:11:25
101220,15.5,4.22,1,15,0,"Tip",1,"night",1,"beginning","Fri",22,13,50,2022-04-01 22:13:50,2022-04-01 22:29:18
1774826,5.8,1.2,1,6.5,0,"Tip",1.95,"night",22,"end","Fri",4,43,31,2022-04-22 04:43:31,2022-04-22 04:49:17
1702708,7.5,1.1,1,7,0,"Tip",2.05,"morning",21,"end","Thu",9,54,0,2022-04-21 09:54:00,2022-04-21 10:01:30
1741564,7.2,1.2,2,6.5,0,"Tip",1,"afternoon",21,"end","Thu",15,8,30,2022-04-21 15:08:30,2022-04-21 15:15:39
160651,23.4,3.9,1,18,0,"Tip",2,"afternoon",2,"beginning","Sat",15,8,6,2022-04-02 15:08:06,2022-04-02 15:31:29
1100950,15.6,3.37,1,13.5,0,"Tip",3.46,"evening",13,"middle","Wed",17,7,22,2022-04-13 17:07:22,2022-04-13 17:22:58
2294053,5.3,1.13,1,6,0,"Tip",1.4,"morning",28,"end","Thu",7,10,9,2022-04-28 07:10:09,2022-04-28 07:15:26
1487516,9.8,1.36,1,8,0,"Tip",5,"afternoon",18,"middle","Mon",15,16,37,2022-04-18 15:16:37,2022-04-18 15:26:28
641791,12.3,1.6,1,9.5,0,"Tip",3.2,"morning",8,"beginning","Fri",10,45,54,2022-04-08 10:45:54,2022-04-08 10:58:15
1832472,14.8,2.8,1,12.5,0,"Tip",1,"afternoon",22,"end","Fri",15,48,36,2022-04-22 15:48:36,2022-04-22 16:03:24
1583168,19.6,9.32,1,28,0,"Tip",3.5,"evening",19,"middle","Tue",19,43,25,2022-04-19 19:43:25,2022-04-19 20:03:00
992136,25.3,3.9,0,17.5,0,"Tip",6.5,"afternoon",12,"middle","Tue",13,13,15,2022-04-12 13:13:15,2022-04-12 13:38:32
1502358,10.8,4.41,1,15,0,"Tip",4.74,"night",19,"middle","Tue",2,53,30,2022-04-19 02:53:30,2022-04-19 03:04:20
2112194,14.2,1.2,1,9,0,"Tip",2.45,"morning",26,"end","Tue",7,21,2,2022-04-26 07:21:02,2022-04-26 07:35:16
2150703,5.1,1.38,1,6.5,0,"Tip",1.66,"afternoon",26,"end","Tue",14,15,17,2022-04-26 14:15:17,2022-04-26 14:20:25
2385079,7.4,0.91,2,6.5,0,"Tip",2.45,"morning",29,"end","Fri",7,7,40,2022-04-29 07:07:40,2022-04-29 07:15:05
2159102,10.8,2.74,2,10.5,0,"Tip",2.14,"afternoon",26,"end","Tue",15,58,9,2022-04-26 15:58:09,2022-04-26 16:08:56
1905713,14.9,2.13,1,11.5,0,"Tip",2.96,"afternoon",23,"end","Sat",12,17,33,2022-04-23 12:17:33,2022-04-23 12:32:27
1951793,12.4,3.78,1,13,0,"Tip",3.36,"night",23,"end","Sat",22,39,57,2022-04-23 22:39:57,2022-04-23 22:52:23
1495181,10.9,2.17,1,10,0,"Tip",1.3,"evening",18,"middle","Mon",17,3,19,2022-04-18 17:03:19,2022-04-18 17:14:12
2173614,6.7,1.01,1,6.5,0,"Tip",2.06,"evening",26,"end","Tue",19,9,25,2022-04-26 19:09:25,2022-04-26 19:16:06
1720928,15.1,1.5,1,10.5,0,"Tip",1,"afternoon",21,"end","Thu",12,27,29,2022-04-21 12:27:29,2022-04-21 12:42:36
207125,11.7,1.7,1,9.5,0,"Tip",2.55,"morning",3,"beginning","Sun",7,35,41,2022-04-03 07:35:41,2022-04-03 07:47:23
682804,9.5,2.97,1,10.5,0,"Tip",2.86,"evening",8,"beginning","Fri",17,32,54,2022-04-08 17:32:54,2022-04-08 17:42:22
231813,8.3,1.6,1,8,0,"Tip",2.25,"afternoon",3,"beginning","Sun",12,42,39,2022-04-03 12:42:39,2022-04-03 12:50:59
156281,42.7,7.83,1,33,0,"Tip",7.26,"afternoon",2,"beginning","Sat",14,25,27,2022-04-02 14:25:27,2022-04-02 15:08:07
184296,11.4,1.8,2,9.5,0,"Tip",2.66,"evening",2,"beginning","Sat",20,36,46,2022-04-02 20:36:46,2022-04-02 20:48:12
1401925,8.3,2.22,1,9,0,"Tip",1.96,"morning",17,"middle","Sun",11,34,38,2022-04-17 11:34:38,2022-04-17 11:42:56
1376497,3.2,0.5,1,4,0,"Tip",1.45,"night",17,"middle","Sun",4,44,10,2022-04-17 04:44:10,2022-04-17 04:47:20
179804,15.4,2.83,1,13,0,"Tip",3.36,"evening",2,"beginning","Sat",19,5,4,2022-04-02 19:05:04,2022-04-02 19:20:27
2419877,14.3,2.4,5,12,0,"Tip",3,"afternoon",29,"end","Fri",14,43,16,2022-04-29 14:43:16,2022-04-29 14:57:34
160116,33,11.4,1,36.5,6.55,"Tip",9.5,"afternoon",2,"beginning","Sat",15,29,53,2022-04-02 15:29:53,2022-04-02 16:02:56
1007077,17.6,4,1,15,0,"Tip",3.75,"evening",12,"middle","Tue",16,45,58,2022-04-12 16:45:58,2022-04-12 17:03:32
2021621,14.7,5.5,2,18,0,"Tip",4.25,"night",25,"end","Mon",4,46,38,2022-04-25 04:46:38,2022-04-25 05:01:18
2117454,12.8,1.38,1,10,0,"Tip",2.16,"morning",26,"end","Tue",8,50,0,2022-04-26 08:50:00,2022-04-26 09:02:51
1701455,5,0.82,1,5,0,"Tip",2.08,"morning",21,"end","Thu",8,35,3,2022-04-21 08:35:03,2022-04-21 08:40:02
2427697,24,4.3,1,18,0,"Tip",4.35,"afternoon",29,"end","Fri",15,42,36,2022-04-29 15:42:36,2022-04-29 16:06:33
181938,23.6,3.43,1,17,0,"Tip",1,"evening",2,"beginning","Sat",19,20,25,2022-04-02 19:20:25,2022-04-02 19:43:59
1490266,6.6,1.72,1,7.5,0,"Tip",2.26,"afternoon",18,"middle","Mon",15,57,48,2022-04-18 15:57:48,2022-04-18 16:04:24
1630487,18.4,1.91,2,12.5,0,"Tip",3.36,"afternoon",20,"end","Wed",12,41,58,2022-04-20 12:41:58,2022-04-20 13:00:25
683180,25,8.2,1,27,0,"Tip",6.16,"evening",8,"beginning","Fri",17,8,29,2022-04-08 17:08:29,2022-04-08 17:33:28
280578,13.2,1.9,1,10.5,0,"Tip",1.5,"morning",4,"beginning","Mon",8,44,39,2022-04-04 08:44:39,2022-04-04 08:57:53
940554,2,0.7,1,4,0,"Tip",1.55,"night",12,"middle","Tue",1,42,40,2022-04-12 01:42:40,2022-04-12 01:44:42
1871525,5.8,1.08,2,6,0,"Tip",1.86,"night",23,"end","Sat",5,39,22,2022-04-23 05:39:22,2022-04-23 05:45:08
1293110,12.4,6,1,18.5,0,"Tip",4.45,"night",15,"middle","Fri",22,37,16,2022-04-15 22:37:16,2022-04-15 22:49:39
1870095,5,0.9,0,5.5,0,"Tip",0.6,"night",23,"end","Sat",4,2,59,2022-04-23 04:02:59,2022-04-23 04:08:00
1536498,6.2,1,1,6,0,"Tip",1,"morning",19,"middle","Tue",10,58,9,2022-04-19 10:58:09,2022-04-19 11:04:23
1759401,6.2,1.14,1,6,0,"Tip",0.98,"evening",21,"end","Thu",19,5,16,2022-04-21 19:05:16,2022-04-21 19:11:31
233232,8.2,0.7,2,6.5,0,"Tip",3,"afternoon",3,"beginning","Sun",13,10,33,2022-04-03 13:10:33,2022-04-03 13:18:42
290443,22.2,3.06,1,15.5,0,"Tip",3.76,"morning",4,"beginning","Mon",10,56,52,2022-04-04 10:56:52,2022-04-04 11:19:02
2244402,5.3,0.8,1,5.5,0,"Tip",1.95,"afternoon",27,"end","Wed",15,49,40,2022-04-27 15:49:40,2022-04-27 15:54:58
2246472,12.2,4.43,1,14.5,0,"Tip",1.5,"afternoon",27,"end","Wed",15,39,44,2022-04-27 15:39:44,2022-04-27 15:51:54
1168779,5.5,0.8,1,5.5,0,"Tip",2,"afternoon",14,"middle","Thu",13,12,27,2022-04-14 13:12:27,2022-04-14 13:17:59
432029,14.7,3.71,1,14,0,"Tip",1,"night",6,"beginning","Wed",4,8,13,2022-04-06 04:08:13,2022-04-06 04:22:54
184005,15.8,1.3,1,10.5,0,"Tip",2.85,"evening",2,"beginning","Sat",20,39,46,2022-04-02 20:39:46,2022-04-02 20:55:31
1748244,19.5,5.1,1,17.5,0,"Tip",2.77,"evening",21,"end","Thu",16,41,51,2022-04-21 16:41:51,2022-04-21 17:01:19
1345878,3.6,0.69,3,4.5,0,"Tip",1.95,"afternoon",16,"middle","Sat",15,13,57,2022-04-16 15:13:57,2022-04-16 15:17:32
1616767,12.6,1.37,1,9.5,0,"Tip",2.58,"morning",20,"end","Wed",9,47,35,2022-04-20 09:47:35,2022-04-20 10:00:10
1825784,11.2,2,2,9.5,0,"Tip",2.76,"afternoon",22,"end","Fri",14,11,5,2022-04-22 14:11:05,2022-04-22 14:22:18
1374518,2.2,0.96,1,4.5,0,"Tip",2,"night",17,"middle","Sun",1,57,9,2022-04-17 01:57:09,2022-04-17 01:59:20
359806,25.5,2.48,3,16.5,0,"Tip",4.95,"morning",5,"beginning","Tue",8,31,58,2022-04-05 08:31:58,2022-04-05 08:57:30
1717870,12.9,1.5,1,9.5,0,"Tip",2,"morning",21,"end","Thu",11,39,8,2022-04-21 11:39:08,2022-04-21 11:52:05
2416143,18.6,1.86,1,12.5,0,"Tip",2,"afternoon",29,"end","Fri",13,59,43,2022-04-29 13:59:43,2022-04-29 14:18:22
543750,12.8,1.21,1,9.5,0,"Tip",3.2,"morning",7,"beginning","Thu",9,27,14,2022-04-07 09:27:14,2022-04-07 09:40:04
1300488,13.6,2.4,1,11.5,0,"Tip",2,"night",16,"middle","Sat",5,36,51,2022-04-16 05:36:51,2022-04-16 05:50:24
358833,9.7,0.71,1,7.5,0,"Tip",2.16,"morning",5,"beginning","Tue",8,7,28,2022-04-05 08:07:28,2022-04-05 08:17:10
346179,8.7,1.13,1,7,0,"Tip",2.06,"night",5,"beginning","Tue",5,5,21,2022-04-05 05:05:21,2022-04-05 05:14:04
685745,8.2,1.15,2,7,0,"No Tip",0,"evening",8,"beginning","Fri",18,55,21,2022-04-08 18:55:21,2022-04-08 19:03:33
584667,10.2,1.87,1,9,0,"Tip",2.56,"evening",7,"beginning","Thu",16,35,5,2022-04-07 16:35:05,2022-04-07 16:45:14
1651210,7.2,1.4,1,7,0,"Tip",2.25,"afternoon",20,"end","Wed",15,15,1,2022-04-20 15:15:01,2022-04-20 15:22:11
537944,21.1,1.38,3,13,0,"Tip",3.26,"morning",7,"beginning","Thu",8,11,59,2022-04-07 08:11:59,2022-04-07 08:33:06
1134795,11.1,1.52,1,8.5,0,"Tip",2.36,"morning",14,"middle","Thu",7,59,50,2022-04-14 07:59:50,2022-04-14 08:10:54
1310920,12.7,2.52,2,11.5,0,"Tip",3.7,"morning",16,"middle","Sat",8,45,34,2022-04-16 08:45:34,2022-04-16 08:58:15
230485,13.7,2.47,1,11.5,0,"Tip",2.96,"afternoon",3,"beginning","Sun",12,5,54,2022-04-03 12:05:54,2022-04-03 12:19:34
296453,19.5,4.49,1,17,0,"Tip",4.26,"afternoon",4,"beginning","Mon",12,41,10,2022-04-04 12:41:10,2022-04-04 13:00:40
2402976,21.8,4.4,1,14.5,0,"Tip",3.56,"morning",29,"end","Fri",11,41,22,2022-04-29 11:41:22,2022-04-29 12:03:09
1226524,6,0.9,1,6,0,"Tip",1.86,"morning",15,"middle","Fri",8,12,55,2022-04-15 08:12:55,2022-04-15 08:18:58
2058732,20.8,1.7,2,13,0,"Tip",2,"afternoon",25,"end","Mon",12,13,48,2022-04-25 12:13:48,2022-04-25 12:34:38
2052488,6.5,0.87,1,6,0,"Tip",1.4,"morning",25,"end","Mon",11,31,55,2022-04-25 11:31:55,2022-04-25 11:38:26
118821,4.3,0.6,2,5,0,"Tip",2,"morning",2,"beginning","Sat",8,11,41,2022-04-02 08:11:41,2022-04-02 08:16:01
2303202,14.6,1.38,2,10.5,0,"Tip",2.76,"morning",28,"end","Thu",9,7,29,2022-04-28 09:07:29,2022-04-28 09:22:06
1266299,8.8,1.37,3,7.5,0,"Tip",2.36,"afternoon",15,"middle","Fri",15,46,57,2022-04-15 15:46:57,2022-04-15 15:55:47
1814313,22.3,3.2,1,15.5,0,"Tip",3.96,"afternoon",22,"end","Fri",13,41,3,2022-04-22 13:41:03,2022-04-22 14:03:22
629049,4.9,0.82,1,5,0,"Tip",3,"morning",8,"beginning","Fri",7,0,20,2022-04-08 07:00:20,2022-04-08 07:05:15
1141833,12.2,1.4,1,9.5,0,"Tip",2.56,"morning",14,"middle","Thu",9,41,54,2022-04-14 09:41:54,2022-04-14 09:54:04
