"trip_id","tip","trip_duration","trip_distance","passenger_count","fare_amount","tolls_amount","period_of_day","pickup_date","period_of_month","pickup_day","pickup_hour","pickup_min","pickup_sec","pickup_time","dropoff_time"
1583648,0,18.1,9.1,1,26,0,"evening",19,"middle","Tue",19,14,50,2022-04-19 19:14:50,2022-04-19 19:32:54
2500940,1,45,3.8,1,27.5,0,"afternoon",30,"end","Sat",12,24,3,2022-04-30 12:24:03,2022-04-30 13:09:02
2485655,1,21.9,4.6,1,18,0,"morning",30,"end","Sat",9,58,0,2022-04-30 09:58:00,2022-04-30 10:19:56
911110,1,21.9,4.1,1,17.5,0,"afternoon",11,"middle","Mon",13,42,58,2022-04-11 13:42:58,2022-04-11 14:04:50
855959,0,20.3,8.3,2,25,6.55,"evening",10,"middle","Sun",16,42,36,2022-04-10 16:42:36,2022-04-10 17:02:52
355815,1,20,2,2,13.5,0,"morning",5,"beginning","Tue",7,48,34,2022-04-05 07:48:34,2022-04-05 08:08:34
1137917,0,17.9,3.98,1,16.5,0,"morning",14,"middle","Thu",8,35,53,2022-04-14 08:35:53,2022-04-14 08:53:45
1109185,1,26.1,6.7,1,23,0,"evening",13,"middle","Wed",19,30,43,2022-04-13 19:30:43,2022-04-13 19:56:51
2254803,0,1.9,0.41,1,3.5,0,"evening",27,"end","Wed",16,42,7,2022-04-27 16:42:07,2022-04-27 16:43:59
2253255,0,8,1.2,0,7.5,0,"evening",27,"end","Wed",16,43,30,2022-04-27 16:43:30,2022-04-27 16:51:30
1383476,1,6.2,1.3,1,6,0,"morning",17,"middle","Sun",7,16,44,2022-04-17 07:16:44,2022-04-17 07:22:58
1011544,1,35.3,11.8,1,38.5,6.55,"evening",12,"middle","Tue",17,58,3,2022-04-12 17:58:03,2022-04-12 18:33:21
1565707,0,4.8,0.4,1,5,0,"afternoon",19,"middle","Tue",15,2,14,2022-04-19 15:02:14,2022-04-19 15:07:04
1862527,0,29.3,10.8,1,32.5,0,"night",22,"end","Fri",22,45,28,2022-04-22 22:45:28,2022-04-22 23:14:47
272323,1,26,3.8,1,18,0,"morning",4,"beginning","Mon",6,19,27,2022-04-04 06:19:27,2022-04-04 06:45:28
2183139,0,39.7,6.72,1,28.5,0,"night",27,"end","Wed",3,46,45,2022-04-27 03:46:45,2022-04-27 04:26:29
1541939,0,2.4,0.33,1,3.5,0,"morning",19,"middle","Tue",11,49,7,2022-04-19 11:49:07,2022-04-19 11:51:30
79817,0,11.7,1.2,1,8.5,0,"evening",1,"beginning","Fri",17,28,18,2022-04-01 17:28:18,2022-04-01 17:40:01
201808,1,18.3,5,3,18,0,"morning",3,"beginning","Sun",6,37,42,2022-04-03 06:37:42,2022-04-03 06:55:58
1367163,1,19.6,5.8,1,18,0,"evening",16,"middle","Sat",20,19,14,2022-04-16 20:19:14,2022-04-16 20:38:51
2426597,0,10.4,1.97,2,9.5,0,"afternoon",29,"end","Fri",15,2,55,2022-04-29 15:02:55,2022-04-29 15:13:18
2054218,0,5,0.77,1,5,0,"morning",25,"end","Mon",11,47,20,2022-04-25 11:47:20,2022-04-25 11:52:20
2027795,1,15.9,6,1,19.5,0,"night",25,"end","Mon",5,28,23,2022-04-25 05:28:23,2022-04-25 05:44:17
1049283,1,11.9,1,2,9,0,"morning",13,"middle","Wed",8,53,58,2022-04-13 08:53:58,2022-04-13 09:05:54
593556,1,16.5,2.79,1,12.5,0,"evening",7,"beginning","Thu",17,12,7,2022-04-07 17:12:07,2022-04-07 17:28:39
1065387,1,40.9,13.35,1,31,0,"morning",13,"middle","Wed",11,41,4,2022-04-13 11:41:04,2022-04-13 12:21:55
322261,0,8.3,2.2,1,9,0,"evening",4,"beginning","Mon",16,50,30,2022-04-04 16:50:30,2022-04-04 16:58:49
646055,1,53.9,5.8,3,33,0,"morning",8,"beginning","Fri",11,25,57,2022-04-08 11:25:57,2022-04-08 12:19:52
965041,0,26.6,2.4,1,16.5,0,"morning",12,"middle","Tue",8,28,9,2022-04-12 08:28:09,2022-04-12 08:54:47
1027244,0,6.7,1.11,2,6.5,0,"night",13,"middle","Wed",3,49,40,2022-04-13 03:49:40,2022-04-13 03:56:22
1848293,1,22.5,4.14,1,17.5,0,"evening",22,"end","Fri",18,10,23,2022-04-22 18:10:23,2022-04-22 18:32:54
1431276,1,20.6,6.13,1,20.5,0,"morning",20,"end","Wed",8,25,27,2022-04-20 08:25:27,2022-04-20 08:46:01
1573676,0,6,0.89,1,5.5,0,"evening",19,"middle","Tue",17,21,21,2022-04-19 17:21:21,2022-04-19 17:27:22
2302623,0,20.2,2.64,1,14,0,"morning",28,"end","Thu",9,31,46,2022-04-28 09:31:46,2022-04-28 09:51:58
775866,0,60.4,11.64,1,46,0,"evening",9,"beginning","Sat",17,46,18,2022-04-09 17:46:18,2022-04-09 18:46:43
184183,1,19.9,5.08,3,17.5,0,"evening",2,"beginning","Sat",20,46,54,2022-04-02 20:46:54,2022-04-02 21:06:50
1133733,1,19.9,6.4,1,22,0,"morning",14,"middle","Thu",7,41,59,2022-04-14 07:41:59,2022-04-14 08:01:50
16030,0,17.3,2.11,1,12.5,0,"morning",1,"beginning","Fri",6,17,57,2022-04-01 06:17:57,2022-04-01 06:35:15
2166103,0,14.4,3.2,1,12.5,0,"evening",26,"end","Tue",17,3,13,2022-04-26 17:03:13,2022-04-26 17:17:35
1953139,0,10.3,2.4,1,9.5,0,"night",23,"end","Sat",22,59,8,2022-04-23 22:59:08,2022-04-23 23:09:28
2157328,0,12.8,2.2,1,10,0,"afternoon",26,"end","Tue",15,55,52,2022-04-26 15:55:52,2022-04-26 16:08:42
764591,1,17.2,1.86,1,12,0,"afternoon",9,"beginning","Sat",15,19,52,2022-04-09 15:19:52,2022-04-09 15:37:02
733010,1,21.1,5.32,1,19.5,0,"morning",9,"beginning","Sat",9,1,49,2022-04-09 09:01:49,2022-04-09 09:22:55
1965541,1,12,2.18,1,10.5,0,"morning",24,"end","Sun",7,2,29,2022-04-24 07:02:29,2022-04-24 07:14:31
1785992,1,28.4,2.45,4,17.5,0,"morning",22,"end","Fri",7,53,30,2022-04-22 07:53:30,2022-04-22 08:21:56
1914417,0,8.8,0.09,3,6.5,0,"afternoon",23,"end","Sat",14,22,23,2022-04-23 14:22:23,2022-04-23 14:31:14
1332901,0,13.3,1.73,1,10.5,0,"afternoon",16,"middle","Sat",13,21,26,2022-04-16 13:21:26,2022-04-16 13:34:47
1676934,0,12.5,2.63,1,11,0,"night",21,"end","Thu",2,42,57,2022-04-21 02:42:57,2022-04-21 02:55:25
1873652,0,8.8,2.1,4,9,0,"morning",23,"end","Sat",6,48,17,2022-04-23 06:48:17,2022-04-23 06:57:08
701234,0,17.9,2.5,1,13,0,"evening",8,"beginning","Fri",21,1,1,2022-04-08 21:01:01,2022-04-08 21:18:54
2205013,1,40.9,8.3,1,34,6.55,"morning",27,"end","Wed",8,30,0,2022-04-27 08:30:00,2022-04-27 09:10:55
382688,1,36.4,9.7,1,30.5,0,"afternoon",5,"beginning","Tue",12,15,52,2022-04-05 12:15:52,2022-04-05 12:52:18
374403,0,19,5.29,3,19,0,"morning",5,"beginning","Tue",11,45,27,2022-04-05 11:45:27,2022-04-05 12:04:30
849411,1,24.1,10.39,2,30.5,6.55,"afternoon",10,"middle","Sun",15,46,45,2022-04-10 15:46:45,2022-04-10 16:10:52
1074828,1,49.3,2.6,1,28.5,0,"afternoon",13,"middle","Wed",13,18,21,2022-04-13 13:18:21,2022-04-13 14:07:40
651671,0,8.3,1.4,0,8,0,"afternoon",8,"beginning","Fri",12,15,19,2022-04-08 12:15:19,2022-04-08 12:23:39
2380492,0,25.6,4.3,0,19,0,"morning",29,"end","Fri",6,57,3,2022-04-29 06:57:03,2022-04-29 07:22:38
686281,1,14.2,5.97,3,18.5,0,"evening",8,"beginning","Fri",17,59,59,2022-04-08 17:59:59,2022-04-08 18:14:09
1724774,0,23.7,1.08,1,14,0,"afternoon",21,"end","Thu",13,6,50,2022-04-21 13:06:50,2022-04-21 13:30:31
1280144,0,9.3,1.78,1,9,0,"evening",15,"middle","Fri",18,56,53,2022-04-15 18:56:53,2022-04-15 19:06:14
2367386,0,15.1,5.7,1,17.5,0,"night",29,"end","Fri",1,4,36,2022-04-29 01:04:36,2022-04-29 01:19:39
1726014,1,25,7.86,1,24.5,0,"afternoon",21,"end","Thu",13,59,31,2022-04-21 13:59:31,2022-04-21 14:24:33
420639,1,15.2,9.11,1,26,0,"evening",5,"beginning","Tue",20,41,21,2022-04-05 20:41:21,2022-04-05 20:56:34
1328467,0,26.8,3.81,4,18,0,"afternoon",16,"middle","Sat",12,26,38,2022-04-16 12:26:38,2022-04-16 12:53:24
2416948,0,11.1,0.9,1,8.5,0,"afternoon",29,"end","Fri",13,52,58,2022-04-29 13:52:58,2022-04-29 14:04:04
1872283,0,12.4,3.16,2,12,0,"night",23,"end","Sat",5,38,0,2022-04-23 05:38:00,2022-04-23 05:50:25
1107004,1,17.9,5.88,1,20,0,"evening",13,"middle","Wed",19,10,37,2022-04-13 19:10:37,2022-04-13 19:28:31
726845,0,6.6,1.1,3,6.5,0,"morning",9,"beginning","Sat",8,17,12,2022-04-09 08:17:12,2022-04-09 08:23:46
263882,0,9.6,1.28,1,7.5,0,"night",4,"beginning","Mon",4,51,21,2022-04-04 04:51:21,2022-04-04 05:00:59
2266405,1,20,3.94,5,16.5,0,"evening",27,"end","Wed",19,5,6,2022-04-27 19:05:06,2022-04-27 19:25:09
388376,1,49,9.7,1,38.5,6.55,"afternoon",5,"beginning","Tue",13,9,17,2022-04-05 13:09:17,2022-04-05 13:58:16
45347,0,13.6,2.06,1,11,0,"afternoon",1,"beginning","Fri",12,59,58,2022-04-01 12:59:58,2022-04-01 13:13:35
2061181,1,16.3,2.77,1,13.5,0,"afternoon",25,"end","Mon",13,40,17,2022-04-25 13:40:17,2022-04-25 13:56:34
1498294,0,13.9,2.1,1,11,0,"evening",18,"middle","Mon",18,51,26,2022-04-18 18:51:26,2022-04-18 19:05:18
212988,1,28.9,11.6,1,33,0,"morning",3,"beginning","Sun",8,46,36,2022-04-03 08:46:36,2022-04-03 09:15:29
2027324,1,27.8,3.9,1,19.5,0,"night",25,"end","Mon",5,48,37,2022-04-25 05:48:37,2022-04-25 06:16:27
1901765,0,16.9,2.3,1,12.5,0,"afternoon",23,"end","Sat",12,9,24,2022-04-23 12:09:24,2022-04-23 12:26:15
2495557,0,1,0.27,1,3,0,"morning",30,"end","Sat",11,14,18,2022-04-30 11:14:18,2022-04-30 11:15:16
1557969,1,30.1,5,0,22,0,"afternoon",19,"middle","Tue",14,37,58,2022-04-19 14:37:58,2022-04-19 15:08:03
1930693,0,19.4,2.63,2,13.5,0,"evening",23,"end","Sat",17,21,43,2022-04-23 17:21:43,2022-04-23 17:41:07
1127238,1,33,5.6,4,24.5,0,"morning",14,"middle","Thu",6,7,38,2022-04-14 06:07:38,2022-04-14 06:40:37
1993276,1,23.1,3.94,1,17,0,"afternoon",24,"end","Sun",13,16,47,2022-04-24 13:16:47,2022-04-24 13:39:51
758942,0,51.5,22.5,1,52,6.55,"afternoon",9,"beginning","Sat",14,58,28,2022-04-09 14:58:28,2022-04-09 15:49:58
1966729,1,46.3,11.7,1,42.5,0,"morning",24,"end","Sun",7,50,17,2022-04-24 07:50:17,2022-04-24 08:36:37
56044,1,27.3,4.7,1,20,0,"afternoon",1,"beginning","Fri",14,22,29,2022-04-01 14:22:29,2022-04-01 14:49:48
1607022,1,24.7,3.29,1,17.5,0,"morning",20,"end","Wed",7,28,41,2022-04-20 07:28:41,2022-04-20 07:53:25
1791906,1,24,3.57,1,17,0,"morning",22,"end","Fri",8,20,43,2022-04-22 08:20:43,2022-04-22 08:44:40
167259,1,21.1,3,1,15,0,"evening",2,"beginning","Sat",16,53,10,2022-04-02 16:53:10,2022-04-02 17:14:15
852544,0,5.1,0.69,1,5,0,"afternoon",10,"middle","Sun",15,55,57,2022-04-10 15:55:57,2022-04-10 16:01:04
2218509,0,12.1,1.6,1,9,0,"morning",27,"end","Wed",11,27,36,2022-04-27 11:27:36,2022-04-27 11:39:40
1955823,0,15.9,9.08,1,26,6.55,"night",24,"end","Sun",1,16,6,2022-04-24 01:16:06,2022-04-24 01:31:58
758940,1,18.5,6.23,1,19.5,0,"afternoon",9,"beginning","Sat",14,19,20,2022-04-09 14:19:20,2022-04-09 14:37:52
1553282,0,17.5,7.29,1,22.5,0,"afternoon",19,"middle","Tue",13,42,46,2022-04-19 13:42:46,2022-04-19 14:00:15
2407030,1,48.5,7.9,1,33.5,0,"afternoon",29,"end","Fri",12,42,18,2022-04-29 12:42:18,2022-04-29 13:30:45
258468,1,5.1,1.2,2,6,0,"night",4,"beginning","Mon",2,7,3,2022-04-04 02:07:03,2022-04-04 02:12:09
1270408,0,17.8,6.05,2,20,0,"evening",15,"middle","Fri",16,30,22,2022-04-15 16:30:22,2022-04-15 16:48:09
220370,0,37.2,11.2,3,36,6.55,"morning",3,"beginning","Sun",10,28,50,2022-04-03 10:28:50,2022-04-03 11:06:02
667198,0,11.1,0.8,1,8,0,"afternoon",8,"beginning","Fri",14,58,16,2022-04-08 14:58:16,2022-04-08 15:09:22
1669312,1,16.4,10.49,1,28.5,6.55,"evening",20,"end","Wed",17,17,9,2022-04-20 17:17:09,2022-04-20 17:33:32
1751023,1,21.7,7.14,1,23.5,0,"evening",21,"end","Thu",17,57,5,2022-04-21 17:57:05,2022-04-21 18:18:47
57279,0,17.1,5.4,2,18.5,0,"afternoon",1,"beginning","Fri",14,55,21,2022-04-01 14:55:21,2022-04-01 15:12:29
329372,1,17.5,5.6,1,19.5,0,"evening",4,"beginning","Mon",18,27,4,2022-04-04 18:27:04,2022-04-04 18:44:32
1636868,1,23.4,2.7,2,16,0,"afternoon",20,"end","Wed",13,2,49,2022-04-20 13:02:49,2022-04-20 13:26:16
81998,1,26.1,9.3,1,28,0,"evening",1,"beginning","Fri",18,18,39,2022-04-01 18:18:39,2022-04-01 18:44:45
200035,0,5.7,1.06,1,5.5,0,"night",3,"beginning","Sun",5,53,11,2022-04-03 05:53:11,2022-04-03 05:58:52
1315632,1,16.4,5.01,1,17.5,0,"morning",16,"middle","Sat",9,11,27,2022-04-16 09:11:27,2022-04-16 09:27:48
1012284,0,9.2,1.88,1,8.5,0,"evening",12,"middle","Tue",17,14,25,2022-04-12 17:14:25,2022-04-12 17:23:34
321999,1,14.6,3.6,1,13.5,0,"evening",4,"beginning","Mon",16,17,3,2022-04-04 16:17:03,2022-04-04 16:31:36
1706662,1,20.3,4.93,2,19,0,"morning",21,"end","Thu",9,3,8,2022-04-21 09:03:08,2022-04-21 09:23:26
557433,0,10.2,1.1,1,8,0,"morning",7,"beginning","Thu",11,27,26,2022-04-07 11:27:26,2022-04-07 11:37:37
1746264,1,12.2,3.21,1,13,0,"evening",21,"end","Thu",16,33,33,2022-04-21 16:33:33,2022-04-21 16:45:47
2228350,1,35.5,3.91,2,22,0,"afternoon",27,"end","Wed",12,51,0,2022-04-27 12:51:00,2022-04-27 13:26:31
1056149,1,19.5,2.33,1,13.5,0,"morning",13,"middle","Wed",9,38,2,2022-04-13 09:38:02,2022-04-13 09:57:34
1176490,1,21.3,3.76,1,16,0,"afternoon",14,"middle","Thu",15,3,2,2022-04-14 15:03:02,2022-04-14 15:24:21
192261,0,9.7,1.6,1,8.5,0,"night",2,"beginning","Sat",22,17,24,2022-04-02 22:17:24,2022-04-02 22:27:08
442317,0,18.7,2.89,4,14,0,"morning",6,"beginning","Wed",7,16,26,2022-04-06 07:16:26,2022-04-06 07:35:08
623048,1,27.9,8.13,1,26.5,6.55,"morning",8,"beginning","Fri",6,41,31,2022-04-08 06:41:31,2022-04-08 07:09:23
949321,1,66,14.51,1,49.5,6.55,"night",12,"middle","Tue",4,23,21,2022-04-12 04:23:21,2022-04-12 05:29:24
1718990,1,30.3,6.1,1,23,0,"afternoon",21,"end","Thu",12,5,13,2022-04-21 12:05:13,2022-04-21 12:35:33
411681,1,14.3,1.7,1,10.5,0,"evening",5,"beginning","Tue",17,23,56,2022-04-05 17:23:56,2022-04-05 17:38:17
402433,1,24.9,4.3,1,18.5,0,"afternoon",5,"beginning","Tue",15,3,50,2022-04-05 15:03:50,2022-04-05 15:28:45
690084,0,27.9,5.5,2,22.5,0,"evening",8,"beginning","Fri",18,53,26,2022-04-08 18:53:26,2022-04-08 19:21:19
1374617,0,9.3,2,1,9,0,"night",17,"middle","Sun",1,19,28,2022-04-17 01:19:28,2022-04-17 01:28:44
422563,0,6,1.21,1,6,0,"night",6,"beginning","Wed",0,3,52,2022-04-06 00:03:52,2022-04-06 00:09:49
2027691,0,9.6,1.18,1,8,0,"night",25,"end","Mon",5,10,3,2022-04-25 05:10:03,2022-04-25 05:19:39
2475945,0,28,11.7,1,34,6.55,"morning",30,"end","Sat",7,18,16,2022-04-30 07:18:16,2022-04-30 07:46:16
2322654,1,30.9,5.1,1,22.5,0,"afternoon",28,"end","Thu",13,19,30,2022-04-28 13:19:30,2022-04-28 13:50:23
1318288,1,54.8,17.85,1,55.5,0,"morning",16,"middle","Sat",10,34,35,2022-04-16 10:34:35,2022-04-16 11:29:25
565416,0,10.8,1.1,1,7.5,0,"afternoon",7,"beginning","Thu",12,32,41,2022-04-07 12:32:41,2022-04-07 12:43:28
920192,0,17.5,6.83,1,22,0,"afternoon",11,"middle","Mon",15,36,19,2022-04-11 15:36:19,2022-04-11 15:53:47
1822627,0,20.4,3.57,1,16,0,"afternoon",22,"end","Fri",14,57,34,2022-04-22 14:57:34,2022-04-22 15:18:00
433267,1,19.2,1.93,2,13,0,"night",6,"beginning","Wed",5,45,10,2022-04-06 05:45:10,2022-04-06 06:04:23
350306,0,20,1.5,1,12.5,0,"morning",5,"beginning","Tue",6,11,14,2022-04-05 06:11:14,2022-04-05 06:31:12
2036851,1,32.8,12.1,1,36,0,"morning",25,"end","Mon",8,58,42,2022-04-25 08:58:42,2022-04-25 09:31:30
1776380,1,25.7,15.21,1,41.5,0,"night",22,"end","Fri",4,15,24,2022-04-22 04:15:24,2022-04-22 04:41:06
1063249,1,32.5,3.98,1,21,0,"morning",13,"middle","Wed",11,21,39,2022-04-13 11:21:39,2022-04-13 11:54:10
177179,0,9.8,1.63,2,8.5,0,"evening",2,"beginning","Sat",18,18,38,2022-04-02 18:18:38,2022-04-02 18:28:29
563223,0,54.5,7.62,1,34.5,0,"afternoon",7,"beginning","Thu",12,41,19,2022-04-07 12:41:19,2022-04-07 13:35:47
1034388,0,9.8,1.4,1,8.5,0,"night",13,"middle","Wed",4,9,10,2022-04-13 04:09:10,2022-04-13 04:19:00
2401621,1,61.2,8.19,1,42.5,0,"morning",29,"end","Fri",11,59,30,2022-04-29 11:59:30,2022-04-29 13:00:41
2475214,1,20.2,4.73,1,18.5,0,"morning",30,"end","Sat",7,42,0,2022-04-30 07:42:00,2022-04-30 08:02:13
1087829,1,15.8,2.73,3,12.5,0,"afternoon",13,"middle","Wed",15,31,20,2022-04-13 15:31:20,2022-04-13 15:47:10
806422,1,14.9,8.8,1,25,6.55,"morning",10,"middle","Sun",6,4,6,2022-04-10 06:04:06,2022-04-10 06:19:02
1358424,0,20.7,13.72,1,37,0,"evening",16,"middle","Sat",18,45,39,2022-04-16 18:45:39,2022-04-16 19:06:23
1670331,1,29,4.73,1,21.5,0,"evening",20,"end","Wed",19,21,46,2022-04-20 19:21:46,2022-04-20 19:50:45
17551,1,44,18.8,1,51,0,"morning",1,"beginning","Fri",7,35,4,2022-04-01 07:35:04,2022-04-01 08:19:04
734125,1,18.6,7.02,2,22,0,"morning",9,"beginning","Sat",10,33,59,2022-04-09 10:33:59,2022-04-09 10:52:33
923991,1,19,6.89,1,22.5,0,"afternoon",11,"middle","Mon",15,16,54,2022-04-11 15:16:54,2022-04-11 15:35:55
732164,0,8.9,1.39,1,7.5,0,"morning",9,"beginning","Sat",9,50,53,2022-04-09 09:50:53,2022-04-09 09:59:48
2332338,0,17.6,1.9,2,12,0,"afternoon",28,"end","Thu",14,23,49,2022-04-28 14:23:49,2022-04-28 14:41:26
1796335,1,43.8,10.66,1,34.5,0,"morning",22,"end","Fri",9,40,13,2022-04-22 09:40:13,2022-04-22 10:24:02
1277260,0,13,2.28,1,10.5,0,"evening",15,"middle","Fri",18,45,2,2022-04-15 18:45:02,2022-04-15 18:58:04
795688,1,28,6.2,2,23,0,"night",9,"beginning","Sat",22,56,37,2022-04-09 22:56:37,2022-04-09 23:24:37
459995,1,16.2,1.8,1,11.5,0,"morning",6,"beginning","Wed",10,58,43,2022-04-06 10:58:43,2022-04-06 11:14:58
1714736,0,9.3,1.4,1,8,0,"morning",21,"end","Thu",11,51,21,2022-04-21 11:51:21,2022-04-21 12:00:40
9013,1,28.9,9.33,1,31,6.55,"night",1,"beginning","Fri",5,7,37,2022-04-01 05:07:37,2022-04-01 05:36:30
1669897,0,10.3,1.5,2,8,0,"evening",20,"end","Wed",19,47,11,2022-04-20 19:47:11,2022-04-20 19:57:27
1847541,1,14.8,5.51,1,18.5,0,"evening",22,"end","Fri",18,17,53,2022-04-22 18:17:53,2022-04-22 18:32:38
2411677,0,23.9,5.2,1,20,0,"afternoon",29,"end","Fri",13,54,39,2022-04-29 13:54:39,2022-04-29 14:18:33
1424479,1,14.7,7.75,1,22.5,0,"evening",17,"middle","Sun",17,26,45,2022-04-17 17:26:45,2022-04-17 17:41:24
2068453,1,23.1,4.15,1,17.5,0,"afternoon",25,"end","Mon",14,38,18,2022-04-25 14:38:18,2022-04-25 15:01:27
2350726,0,12.8,2.14,2,10.5,0,"evening",28,"end","Thu",17,15,11,2022-04-28 17:15:11,2022-04-28 17:28:01
1340788,1,22.7,4.26,1,17,0,"afternoon",16,"middle","Sat",14,18,11,2022-04-16 14:18:11,2022-04-16 14:40:55
786453,1,26.4,4.27,1,19,0,"evening",9,"beginning","Sat",19,53,4,2022-04-09 19:53:04,2022-04-09 20:19:26
2109674,0,39.8,15.2,0,48,6.55,"morning",26,"end","Tue",7,16,41,2022-04-26 07:16:41,2022-04-26 07:56:29
3898,0,15.2,3.91,1,14,0,"night",1,"beginning","Fri",3,40,32,2022-04-01 03:40:32,2022-04-01 03:55:41
1745025,1,18.7,7,1,21.5,0,"evening",21,"end","Thu",16,31,59,2022-04-21 16:31:59,2022-04-21 16:50:42
2494595,0,18.1,2.1,2,12.5,0,"morning",30,"end","Sat",11,31,19,2022-04-30 11:31:19,2022-04-30 11:49:27
2486006,0,13.1,1.1,1,9,0,"morning",30,"end","Sat",9,29,59,2022-04-30 09:29:59,2022-04-30 09:43:02
1402094,1,27.4,10.1,1,29,6.55,"morning",17,"middle","Sun",11,20,25,2022-04-17 11:20:25,2022-04-17 11:47:52
2261176,0,17.4,2.29,1,13,0,"evening",27,"end","Wed",18,37,49,2022-04-27 18:37:49,2022-04-27 18:55:16
2387769,1,30.3,17.1,1,46.5,6.55,"morning",29,"end","Fri",7,52,30,2022-04-29 07:52:30,2022-04-29 08:22:47
705639,0,9.9,1.78,1,8.5,0,"night",8,"beginning","Fri",22,5,10,2022-04-08 22:05:10,2022-04-08 22:15:07
2416935,1,20.9,3.53,1,16,0,"afternoon",29,"end","Fri",13,36,50,2022-04-29 13:36:50,2022-04-29 13:57:43
2457653,0,14.5,2.2,1,9.5,0,"evening",29,"end","Fri",21,36,41,2022-04-29 21:36:41,2022-04-29 21:51:10
1555299,1,34.4,3.79,6,22,0,"afternoon",19,"middle","Tue",14,2,36,2022-04-19 14:02:36,2022-04-19 14:36:57
2282168,0,18.1,6.4,1,22,0,"night",28,"end","Thu",5,35,44,2022-04-28 05:35:44,2022-04-28 05:53:49
1985313,0,29.2,5.17,1,21.5,0,"morning",24,"end","Sun",11,45,42,2022-04-24 11:45:42,2022-04-24 12:14:56
2367105,1,8.6,1.9,1,8.5,0,"night",29,"end","Fri",1,41,35,2022-04-29 01:41:35,2022-04-29 01:50:13
2335058,1,58.4,24.6,1,68,0,"afternoon",28,"end","Thu",15,6,45,2022-04-28 15:06:45,2022-04-28 16:05:08
1491482,1,29,23.45,3,61.5,0,"evening",18,"middle","Mon",16,48,4,2022-04-18 16:48:04,2022-04-18 17:17:07
2119296,0,13.4,0.8,1,9,0,"morning",26,"end","Tue",9,53,11,2022-04-26 09:53:11,2022-04-26 10:06:33
1294241,0,23.4,7.8,1,25.5,0,"night",15,"middle","Fri",22,12,28,2022-04-15 22:12:28,2022-04-15 22:35:54
1461970,0,3.7,0.62,2,4.5,0,"morning",18,"middle","Mon",10,43,12,2022-04-18 10:43:12,2022-04-18 10:46:53
2169004,1,24.8,11.59,2,33.5,0,"evening",26,"end","Tue",17,13,12,2022-04-26 17:13:12,2022-04-26 17:38:02
555300,0,25,2.4,1,16,0,"morning",7,"beginning","Thu",11,56,35,2022-04-07 11:56:35,2022-04-07 12:21:37
175602,1,10.5,1.62,1,9,0,"evening",2,"beginning","Sat",18,53,47,2022-04-02 18:53:47,2022-04-02 19:04:17
2485257,0,30.1,12.06,1,33.5,0,"morning",30,"end","Sat",9,36,48,2022-04-30 09:36:48,2022-04-30 10:06:57
2380259,1,41.5,9.86,1,35,6.55,"morning",29,"end","Fri",6,31,33,2022-04-29 06:31:33,2022-04-29 07:13:06
2318522,1,44.6,10.2,1,37,6.55,"afternoon",28,"end","Thu",12,38,4,2022-04-28 12:38:04,2022-04-28 13:22:39
1295842,0,3.8,0.81,1,5,0,"night",15,"middle","Fri",23,8,15,2022-04-15 23:08:15,2022-04-15 23:12:05
1224420,0,44.8,12.09,1,41,6.55,"morning",15,"middle","Fri",7,4,55,2022-04-15 07:04:55,2022-04-15 07:49:40
1958203,0,3.7,0.7,1,5,0,"night",24,"end","Sun",4,29,7,2022-04-24 04:29:07,2022-04-24 04:32:50
1396258,1,18.2,7.24,2,22.5,0,"morning",17,"middle","Sun",10,16,24,2022-04-17 10:16:24,2022-04-17 10:34:39
1096673,1,21.6,6.48,1,22.5,0,"evening",13,"middle","Wed",16,1,5,2022-04-13 16:01:05,2022-04-13 16:22:44
1704508,1,22.7,7.58,1,24,6.55,"morning",21,"end","Thu",9,16,52,2022-04-21 09:16:52,2022-04-21 09:39:33
1302758,1,22.8,7.74,1,25.5,6.55,"morning",16,"middle","Sat",6,11,58,2022-04-16 06:11:58,2022-04-16 06:34:45
1275717,1,22.5,3.44,1,16.5,0,"evening",15,"middle","Fri",17,15,6,2022-04-15 17:15:06,2022-04-15 17:37:38
599753,0,17.9,3.28,1,15,0,"evening",7,"beginning","Thu",18,40,22,2022-04-07 18:40:22,2022-04-07 18:58:13
612375,0,15,3.31,1,13,0,"night",8,"beginning","Fri",3,30,15,2022-04-08 03:30:15,2022-04-08 03:45:17
2164038,1,19.7,4.6,1,17.5,0,"evening",26,"end","Tue",16,47,59,2022-04-26 16:47:59,2022-04-26 17:07:42
604810,1,32.1,11.98,1,36,0,"evening",7,"beginning","Thu",20,26,15,2022-04-07 20:26:15,2022-04-07 20:58:20
692369,0,6.2,1.4,2,7,0,"evening",8,"beginning","Fri",19,3,27,2022-04-08 19:03:27,2022-04-08 19:09:41
1739642,0,17.9,6.4,3,20.5,0,"afternoon",21,"end","Thu",15,16,7,2022-04-21 15:16:07,2022-04-21 15:34:03
1037769,1,25.4,4.5,1,20,0,"night",13,"middle","Wed",5,54,51,2022-04-13 05:54:51,2022-04-13 06:20:17
259448,0,2.1,0.61,3,4,0,"night",4,"beginning","Mon",2,42,44,2022-04-04 02:42:44,2022-04-04 02:44:53
257532,0,8,3.9,1,13,0,"night",3,"beginning","Sun",22,40,28,2022-04-03 22:40:28,2022-04-03 22:48:29
698809,0,42.6,16.02,1,50.5,0,"evening",8,"beginning","Fri",20,58,41,2022-04-08 20:58:41,2022-04-08 21:41:20
